openssl_101f,boringssl_0.9,sim_value
EC_GROUP_new_curve_GF2m,EC_GROUP_new_curve_GFp,0.8903600291794134
BUF_reverse,CRYPTO_memcmp,0.8903600291794134
EC_GROUP_get_curve_GFp,EC_GROUP_new_curve_GFp,0.8903600291794134
BN_from_montgomery,BN_gcd,0.8903600291794134
EC_GROUP_get_curve_GF2m,EC_GROUP_new_curve_GFp,0.8903600291794134
nullf_write,sock_write,0.8903600291794134
DES_ecb_encrypt,DES_ecb3_encrypt,0.8903354341487251
conn_ctrl,conn_ctrl,0.8902002796443373
EC_POINT_set_Jprojective_coordinates_GFp,ec_GFp_simple_point_set_affine_coordinates,0.8900067475799549
EC_POINT_set_affine_coordinates_GF2m,ec_GFp_simple_point_set_affine_coordinates,0.8900067475799549
EC_POINT_get_affine_coordinates_GFp,ec_GFp_simple_point_set_affine_coordinates,0.8900067475799549
EC_POINT_get_Jprojective_coordinates_GFp,ec_GFp_simple_point_set_affine_coordinates,0.8900067475799549
ec_GFp_simple_point_set_affine_coordinates,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.8900067475799549
EC_POINT_set_affine_coordinates_GFp,ec_GFp_simple_point_set_affine_coordinates,0.8900067475799549
EC_POINT_get_affine_coordinates_GF2m,ec_GFp_simple_point_set_affine_coordinates,0.8900067475799549
ec_GFp_simple_point_set_affine_coordinates,EC_POINT_get_affine_coordinates_GFp,0.8900067475799549
do_blob_header,consume_zulu_timezone,0.8900067475799549
DES_pcbc_encrypt,RC2_cbc_encrypt,0.8899064336825273
DES_ecb3_encrypt,DES_ecb_encrypt,0.889886514581966
pkey_rsa_keygen,pkey_rsa_keygen,0.8897922324727932
sock_read,conn_write,0.8897897214345536
fd_read,conn_write,0.8897897214345536
fd_read,conn_read,0.8897897214345536
sock_read,conn_read,0.8897897214345536
EC_KEY_generate_key,EC_KEY_generate_key,0.8897114317029974
gf2m_Madd,ec_GFp_simple_group_set_curve,0.8897114317029974
BN_GF2m_mod_inv_arr,bn_mod_inverse_general,0.8896915499882329
BN_GF2m_mod_div_arr,bn_mod_inverse_general,0.8896915499882329
RIPEMD160_Update,SHA256_Update,0.8896432500995983
SHA256_Update,MD5_Update,0.8896432500995983
MD4_Update,MD5_Update,0.8896432500995983
SHA1_Update,RIPEMD160_Update,0.8896432500995983
SHA256_Update,SHA256_Update,0.8896432500995983
MD5_Update,MD4_Update,0.8896432500995983
SHA1_Update,SHA256_Update,0.8896432500995983
MD4_Update,RIPEMD160_Update,0.8896432500995983
MD5_Update,RIPEMD160_Update,0.8896432500995983
SHA1_Update,MD4_Update,0.8896432500995983
SHA256_Update,MD4_Update,0.8896432500995983
MD4_Update,MD4_Update,0.8896432500995983
SHA_Update,RIPEMD160_Update,0.8896432500995983
SHA_Update,SHA256_Update,0.8896432500995983
MD5_Update,SHA256_Update,0.8896432500995983
SHA_Update,MD4_Update,0.8896432500995983
MD4_Update,SHA256_Update,0.8896432500995983
RIPEMD160_Update,MD5_Update,0.8896432500995983
SHA1_Update,MD5_Update,0.8896432500995983
SHA_Update,MD5_Update,0.8896432500995983
MD5_Update,MD5_Update,0.8896432500995983
SHA256_Update,RIPEMD160_Update,0.8896432500995983
RIPEMD160_Update,MD4_Update,0.8896432500995983
PEM_read_bio_RSAPublicKey,PEM_read_bio_RSAPrivateKey,0.88949041885226
PEM_read_bio_ECPrivateKey,PEM_read_bio_EC_PUBKEY,0.88949041885226
PEM_read_RSA_PUBKEY,PEM_read_RSAPrivateKey,0.88949041885226
PEM_read_bio_RSA_PUBKEY,PEM_read_bio_RSAPrivateKey,0.88949041885226
ctr64_inc,ctr96_inc,0.88949041885226
PEM_read_bio_DSAPrivateKey,PEM_read_bio_DSAparams,0.88949041885226
PEM_read_bio_EC_PUBKEY,PEM_read_bio_ECPrivateKey,0.88949041885226
PEM_read_ECPrivateKey,PEM_read_EC_PUBKEY,0.88949041885226
PEM_read_RSAPrivateKey,PEM_read_RSA_PUBKEY,0.88949041885226
PEM_read_bio_DSAPrivateKey,PEM_read_bio_DSA_PUBKEY,0.88949041885226
PEM_read_bio_DSA_PUBKEY,PEM_read_bio_DSAPrivateKey,0.88949041885226
PEM_read_DSAPrivateKey,PEM_read_DSAparams,0.88949041885226
PEM_read_bio_RSAPrivateKey,PEM_read_bio_RSAPublicKey,0.88949041885226
PEM_read_RSAPrivateKey,PEM_read_RSAPublicKey,0.88949041885226
ctr64_inc,ctr128_inc,0.88949041885226
PEM_read_DSAPrivateKey,PEM_read_DSA_PUBKEY,0.88949041885226
PEM_read_bio_DSAparams,PEM_read_bio_DSAPrivateKey,0.88949041885226
PEM_read_DSAparams,PEM_read_DSAPrivateKey,0.88949041885226
PEM_read_EC_PUBKEY,PEM_read_ECPrivateKey,0.88949041885226
PEM_read_RSAPublicKey,PEM_read_RSAPrivateKey,0.88949041885226
PEM_read_DSA_PUBKEY,PEM_read_DSAPrivateKey,0.88949041885226
PEM_read_bio_RSAPrivateKey,PEM_read_bio_RSA_PUBKEY,0.88949041885226
ssl2_return_error,SSL_set_mtu,0.8892494720807615
ocsp_helper,check_ssl_ca,0.8892494720807615
ASN1_TIME_check,ASN1_STRING_cmp,0.8892494720807615
check_ssl_ca,ocsp_helper,0.8892494720807615
ssl2_return_error,ssl_check_message_type,0.8892494720807615
BN_CTX_start,BN_CTX_end,0.8892494720807615
dsa_bits,dsa_cmp_parameters,0.8892494720807615
BN_CTX_end,BN_CTX_start,0.8892494720807615
rsa_bits,rsa_pub_cmp,0.8892494720807615
ASN1_STRING_cmp,ASN1_TIME_check,0.8892494720807615
BN_gcd,bn_mod_inverse_general,0.8892494720807615
ASN1_TIME_check,ASN1_TIME_print,0.8892494720807615
ASN1_TIME_print,ASN1_TIME_check,0.8892494720807615
ssl2_return_error,SSL_set_shutdown,0.8892494720807615
ec_GFp_nist_field_mul,ec_GFp_simple_group_get_curve,0.8891558912470781
ec_GFp_nist_field_sqr,ec_GFp_simple_group_get_curve,0.8891558912470781
BN_mod_inverse,BN_mod_inverse_odd,0.8889733106610522
ec_cmp_parameters,ec_copy_parameters,0.8889222341312987
BN_clear,BN_copy,0.8889222341312987
ssl3_pending,SSL_pending,0.8889222341312987
ec_copy_parameters,ec_cmp_parameters,0.8889222341312987
timeout_doall_arg,timeout_doall_arg,0.8889222341312986
asn1_get_length,skip_prefix,0.8889222341312986
BN_uadd,BN_ucmp,0.8889087296526011
do_dh_print,do_dsa_print,0.8889087296526011
bio_destroy_pair,bio_free,0.888888888888889
i2d_PKCS8PrivateKey_nid_bio,i2d_PKCS8PrivateKey_nid_fp,0.888888888888889
PEM_write_PKCS8PrivateKey_nid,i2d_PKCS8PrivateKey_nid_bio,0.888888888888889
SSL_CTX_set_cipher_list,SSL_CTX_set_strict_cipher_list,0.888888888888889
i2d_PKCS8PrivateKey_nid_fp,PEM_write_bio_PKCS8PrivateKey_nid,0.888888888888889
conf_value_cmp,conf_value_cmp,0.888888888888889
i2d_PKCS8PrivateKey_nid_fp,i2d_PKCS8PrivateKey_nid_bio,0.888888888888889
PEM_write_bio_PKCS8PrivateKey_nid,i2d_PKCS8PrivateKey_nid_fp,0.888888888888889
PEM_write_PKCS8PrivateKey_nid,PEM_write_bio_PKCS8PrivateKey_nid,0.888888888888889
EVP_PKEY_encrypt_old,EVP_PKEY_assign,0.888888888888889
i2d_PKCS8PrivateKey_nid_bio,PEM_write_PKCS8PrivateKey_nid,0.888888888888889
PEM_write_bio_PKCS8PrivateKey_nid,PEM_write_PKCS8PrivateKey_nid,0.888888888888889
X509V3_get_value_int,X509V3_get_value_int,0.888888888888889
EVP_PKEY_decrypt_old,EVP_PKEY_assign,0.888888888888889
SSL_CTX_set_cipher_list,SSL_CTX_set_cipher_list,0.888888888888889
ERR_peek_last_error_line_data,ERR_get_error_line,0.8888888888888888
X509_get_serialNumber,X509_get_issuer_name,0.8888888888888888
X509_get_subject_name,X509_get_serialNumber,0.8888888888888888
ERR_get_error_line_data,ERR_peek_error_line,0.8888888888888888
X509_get_serialNumber,X509_get0_extensions,0.8888888888888888
ERR_peek_error_line_data,ERR_peek_error_line,0.8888888888888888
EVP_CIPHER_CTX_flags,EVP_CIPHER_CTX_block_size,0.8888888888888888
init_server,OPENSSL_cpuid,0.8888888888888888
BIO_method_name,BIO_method_type,0.8888888888888888
ERR_peek_last_error_line,ERR_peek_error_line,0.8888888888888888
ERR_peek_last_error_line,ERR_get_error_line,0.8888888888888888
ERR_get_error_line_data,ERR_peek_last_error_line,0.8888888888888888
ERR_peek_last_error_line,ERR_peek_last_error_line,0.8888888888888888
ERR_get_error_line_data,ERR_peek_last_error_line_data,0.8888888888888888
ERR_peek_error_line,ERR_peek_last_error_line_data,0.8888888888888888
ERR_peek_error_line,ERR_get_error_line_data,0.8888888888888888
ERR_peek_last_error_line_data,ERR_peek_error_line,0.8888888888888888
ERR_peek_error_line,ERR_get_error_line,0.8888888888888888
RC2_cfb64_encrypt,CAST_cfb64_encrypt,0.8888888888888888
ERR_peek_last_error_line_data,ERR_peek_error_line_data,0.8888888888888888
conn_new,BIO_set_flags,0.8888888888888888
ERR_peek_last_error_line,ERR_peek_error_line_data,0.8888888888888888
BIO_sock_should_retry,ssl_is_key_type_supported,0.8888888888888888
ERR_peek_last_error_line,ERR_get_error_line_data,0.8888888888888888
conn_new,BIO_method_type,0.8888888888888888
X509_get_subject_name,X509_get0_extensions,0.8888888888888888
ERR_get_error_line_data,ERR_get_error_line_data,0.8888888888888888
ERR_peek_error_line,ERR_peek_error_line_data,0.8888888888888888
ERR_get_error_line,ERR_peek_last_error_line_data,0.8888888888888888
BIO_copy_next_retry,BIO_set_flags,0.8888888888888888
idea_cfb64_encrypt,CAST_cfb64_encrypt,0.8888888888888888
ssleay_rand_seed,RSA_padding_add_PKCS1_OAEP,0.8888888888888888
ERR_peek_last_error_line_data,ERR_peek_last_error_line_data,0.8888888888888888
ERR_get_error_line,ERR_peek_error_line_data,0.8888888888888888
ERR_peek_error_line_data,ERR_peek_last_error_line_data,0.8888888888888888
X509_get_issuer_name,X509_get_serialNumber,0.8888888888888888
SSL_renegotiate_pending,SSL_is_init_finished,0.8888888888888888
OPENSSL_strncasecmp,OPENSSL_cleanse,0.8888888888888888
ERR_get_error_line_data,ERR_get_error_line,0.8888888888888888
BIO_dgram_should_retry,ssl_is_key_type_supported,0.8888888888888888
EVP_CIPHER_CTX_flags,EVP_CIPHER_CTX_iv_length,0.8888888888888888
ERR_peek_error_line_data,ERR_get_error_line_data,0.8888888888888888
ERR_get_error_line,ERR_peek_last_error_line,0.8888888888888888
ERR_peek_error_line,ERR_peek_last_error_line,0.8888888888888888
ERR_peek_last_error_line_data,ERR_peek_last_error_line,0.8888888888888888
ERR_peek_last_error_line_data,ERR_get_error_line_data,0.8888888888888888
X509_get_issuer_name,X509_get0_extensions,0.8888888888888888
ERR_peek_error_line_data,ERR_peek_error_line_data,0.8888888888888888
ERR_get_error_line,ERR_get_error_line,0.8888888888888888
EVP_CIPHER_CTX_flags,EVP_CIPHER_CTX_nid,0.8888888888888888
ERR_peek_error_line_data,ERR_peek_last_error_line,0.8888888888888888
X509_get_serialNumber,X509_get_subject_name,0.8888888888888888
BIO_fd_should_retry,ssl_is_key_type_supported,0.8888888888888888
ERR_peek_last_error_line,ERR_peek_last_error_line_data,0.8888888888888888
SSL_renegotiate_pending,SSL_total_renegotiations,0.8888888888888888
ERR_peek_error_line,ERR_peek_error_line,0.8888888888888888
ERR_get_error_line,ERR_peek_error_line,0.8888888888888888
ERR_peek_error_line_data,ERR_get_error_line,0.8888888888888888
ERR_get_error_line,ERR_get_error_line_data,0.8888888888888888
ERR_get_error_line_data,ERR_peek_error_line_data,0.8888888888888888
MGF1,OPENSSL_cleanse,0.8888888888888888
pkey_rsa_verify,pkey_rsa_encrypt,0.8884773277121092
BN_mod_mul,BN_mod_sqr,0.888449298033678
X509_CRL_sign,def_crl_verify,0.888449298033678
BN_mod_mul,BN_mod_lshift1,0.888449298033678
BN_mod_sub,BN_mod_mul,0.888449298033678
BN_mod_add,BN_mod_mul,0.888449298033678
BN_mod_sqr,BN_mod_mul,0.888449298033678
X509_verify,X509_sign,0.888449298033678
BN_clear_free,BN_clear,0.888449298033678
BN_mod_mul,BN_mod_sub,0.888449298033678
BN_mod_lshift1,BN_mod_mul,0.888449298033678
def_crl_verify,X509_CRL_sign,0.888449298033678
BN_GF2m_mod_div,BN_mod_sub,0.888449298033678
BN_GF2m_mod_div,BN_mod_add,0.888449298033678
BN_GF2m_mod_div,BN_mod_lshift1,0.888449298033678
BN_mod_mul,BN_mod_add,0.888449298033678
EC_GROUP_check,ec_GFp_simple_make_affine,0.8882581832665593
idea_ecb_cipher,aesni_ecb_cipher,0.8879701448994927
idea_ofb_cipher,rc2_cbc_cipher,0.8879701448994927
BN_GF2m_mod_div,BN_mod_lshift,0.8879701448994927
ssl_next_proto_validate,SSL_select_next_proto,0.8879701448994927
camellia_128_ofb_cipher,rc2_cbc_cipher,0.8879701448994927
camellia_256_ofb_cipher,rc2_cbc_cipher,0.8879701448994927
seed_ofb_cipher,rc2_cbc_cipher,0.8879701448994927
camellia_192_ofb_cipher,rc2_cbc_cipher,0.8879701448994927
cast5_ofb_cipher,rc2_cbc_cipher,0.8879701448994927
bf_ofb_cipher,rc2_cbc_cipher,0.8879701448994927
des_ofb_cipher,rc2_cbc_cipher,0.8879701448994927
ec_GFp_simple_point_get_affine_coordinates,ec_GFp_simple_dbl,0.8878358759406699
tree_find_sk,tree_find_sk,0.8878358759406699
rle_compress_block,RSA_padding_check_PKCS1_type_1,0.8878157674962643
CRYPTO_cts128_decrypt_block,CRYPTO_cbc128_decrypt,0.8878157674962643
def_load_bio,def_load_bio,0.8878083758390813
ecdsa_sign_setup,ecdsa_sign_setup,0.8877810018555965
ecdh_compute_key,ECDH_compute_key,0.8874771427256605
nuron_mod_exp_dh,BN_mod_exp,0.8872983346207417
ssl3_get_client_method,check_padding_md,0.8872983346207417
EVP_PKEY_missing_parameters,EVP_PKEY_cmp_parameters,0.8872983346207417
ssl23_get_method,RAND_set_urandom_fd,0.8872983346207417
atalla_mod_exp_dsa,BN_mod_exp,0.8872983346207417
ssl23_get_method,check_padding_md,0.8872983346207417
ssl2_shutdown,SSL_set_verify_depth,0.8872983346207417
FIPS_mode_set,check_padding_md,0.8872983346207417
FIPS_mode_set,RAND_set_urandom_fd,0.8872983346207417
tls1_get_client_method,check_padding_md,0.8872983346207417
hwcrhk_mod_exp_dh,BN_mod_exp,0.8872983346207417
EVP_PKEY_cmp_parameters,EVP_PKEY_missing_parameters,0.8872983346207417
tls1_clear,ssl_reset_error_state,0.8872983346207417
rc2_magic_to_meth,check_padding_md,0.8872983346207417
nullf_free,BIO_pop,0.8872983346207417
ssl3_get_server_method,check_padding_md,0.8872983346207417
EVP_CIPHER_CTX_iv_length,EVP_CIPHER_CTX_set_key_length,0.8872983346207417
null_free,BIO_push,0.8872983346207417
EVP_PKEY_cmp_parameters,EVP_PKEY_is_opaque,0.8872983346207417
skip_dot,thread_local_test_thread,0.8872983346207417
BN_GF2m_mod_div,BN_exp,0.8872983346207417
nuron_mod_exp_dsa,BN_mod_exp,0.8872983346207417
ssl3_get_method,RAND_set_urandom_fd,0.8872983346207417
nuron_mod_exp_mont,BN_mod_exp,0.8872983346207417
aep_mod_exp_mont,BN_mod_exp,0.8872983346207417
conn_new,mem_new,0.8872983346207417
dtls1_get_client_method,check_padding_md,0.8872983346207417
CAST_cfb64_encrypt,CAST_ecb_encrypt,0.8872983346207417
aep_mod_exp_dsa,BN_mod_exp,0.8872983346207417
SSL_alert_desc_string,SSL_alert_desc_string_long,0.8872983346207417
ssl2_get_method,RAND_set_urandom_fd,0.8872983346207417
BF_cfb64_encrypt,BF_ecb_encrypt,0.8872983346207417
ubsec_mod_exp_dh,BN_mod_exp,0.8872983346207417
SSLeay_version,check_padding_md,0.8872983346207417
dtls1_get_client_method,RAND_set_urandom_fd,0.8872983346207417
BIO_test_flags,fd_new,0.8872983346207417
ssl2_shutdown,SSL_version,0.8872983346207417
EVP_CIPHER_CTX_nid,EVP_CIPHER_CTX_set_key_length,0.8872983346207417
ssl2_get_method,check_padding_md,0.8872983346207417
aes_ofb_cipher,aes_cbc_cipher,0.8872983346207417
ssl2_get_server_method,RAND_set_urandom_fd,0.8872983346207417
ssl23_get_client_method,RAND_set_urandom_fd,0.8872983346207417
ssl2_get_client_method,check_padding_md,0.8872983346207417
gf2m_Madd,ec_GFp_simple_get_Jprojective_coordinates_GFp,0.8872983346207417
ssl2_shutdown,SSL_set_options,0.8872983346207417
tls1_get_server_method,RAND_set_urandom_fd,0.8872983346207417
aes_cbc_cipher,aes_ofb_cipher,0.8872983346207417
dtls1_get_server_method,RAND_set_urandom_fd,0.8872983346207417
BN_nnmod,BN_mod_exp,0.8872983346207417
nullf_free,BIO_push,0.8872983346207417
SSL_alert_desc_string_long,SSL_alert_desc_string_long,0.8872983346207417
BN_gcd,BN_exp,0.8872983346207417
SSL_set_bio,SSL_set0_rbio,0.8872983346207417
aes_cfb1_cipher,aes_ofb_cipher,0.8872983346207417
e_rsax_init,RAND_set_urandom_fd,0.8872983346207417
write_ledword,ASN1_put_eoc,0.8872983346207417
tls1_get_client_method,RAND_set_urandom_fd,0.8872983346207417
ssl2_get_server_method,check_padding_md,0.8872983346207417
SSL_get_ex_data,ssl_reset_error_state,0.8872983346207417
tls1_get_server_method,check_padding_md,0.8872983346207417
atalla_mod_exp_mont,BN_mod_exp,0.8872983346207417
ssl2_shutdown,SSL_set_mode,0.8872983346207417
ssl3_get_client_method,RAND_set_urandom_fd,0.8872983346207417
ssl3_get_method,check_padding_md,0.8872983346207417
BIO_clear_flags,fd_new,0.8872983346207417
null_free,BIO_pop,0.8872983346207417
ssl23_get_server_method,RAND_set_urandom_fd,0.8872983346207417
rc2_magic_to_meth,RAND_set_urandom_fd,0.8872983346207417
ssl2_get_client_method,RAND_set_urandom_fd,0.8872983346207417
surewarehk_modexp,bn_correct_top,0.8872983346207417
cswift_mod_exp_dh,BN_mod_exp,0.8872983346207417
tls1_get_method,RAND_set_urandom_fd,0.8872983346207417
dtls1_get_method,RAND_set_urandom_fd,0.8872983346207417
dtls1_get_method,check_padding_md,0.8872983346207417
dtls1_get_server_method,check_padding_md,0.8872983346207417
aep_mod_exp_dh,BN_mod_exp,0.8872983346207417
surewarehk_mod_exp_mont,BN_mod_exp,0.8872983346207417
tls1_get_method,check_padding_md,0.8872983346207417
atalla_mod_exp_dh,BN_mod_exp,0.8872983346207417
SSLeay_version,RAND_set_urandom_fd,0.8872983346207417
ssl23_get_client_method,check_padding_md,0.8872983346207417
BIO_get_ex_data,fd_new,0.8872983346207417
ssl3_get_server_method,RAND_set_urandom_fd,0.8872983346207417
hwcrhk_mod_exp_mont,BN_mod_exp,0.8872983346207417
OPENSSL_init,RAND_set_urandom_fd,0.8872983346207417
surewarehk_modexp_dh,BN_mod_exp,0.8872983346207417
SSL_set_verify_depth,ssl_reset_error_state,0.8872983346207417
ssl2_shutdown,SSL_get_ex_data,0.8872983346207417
ssl23_get_server_method,check_padding_md,0.8872983346207417
EVP_CIPHER_CTX_block_size,EVP_CIPHER_CTX_set_key_length,0.8872983346207417
BN_reciprocal,BN_exp,0.8872983346207417
SSL_set_bio,SSL_set0_wbio,0.8872983346207417
BN_mod_inverse,BN_kronecker,0.8872648356512876
i2v_POLICY_MAPPINGS,i2v_POLICY_MAPPINGS,0.8870967741935485
get_mac,ASN1_BIT_STRING_check,0.887035134906605
EVP_EncryptFinal_ex,EVP_DecryptFinal_ex,0.8869763716956272
BN_mod_word,BN_div_word,0.8867868565478796
ec_GFp_simple_dbl,ec_GFp_simple_get_Jprojective_coordinates_GFp,0.8867829673470475
file_read,fd_write,0.8867633919142965
file_read,fd_read,0.8867633919142965
file_read,sock_write,0.8867633919142965
X509V3_EXT_get_nid,X509V3_EXT_get_nid,0.8865006029094686
PEM_write_bio_DSAPrivateKey,PEM_write_bio_RSAPrivateKey,0.8863636363636364
PEM_write_DSAPrivateKey,PEM_write_RSAPrivateKey,0.8863636363636364
PEM_write_RSAPrivateKey,PEM_write_DSAPrivateKey,0.8863636363636364
PEM_write_bio_DSAPrivateKey,PEM_write_bio_ECPrivateKey,0.8863636363636364
PEM_write_bio_ECPrivateKey,PEM_write_bio_DSAPrivateKey,0.8863636363636364
PEM_write_RSAPrivateKey,PEM_write_ECPrivateKey,0.8863636363636364
PEM_write_ECPrivateKey,PEM_write_RSAPrivateKey,0.8863636363636364
PEM_write_bio_RSAPrivateKey,PEM_write_bio_ECPrivateKey,0.8863636363636364
PEM_write_bio_RSAPrivateKey,PEM_write_bio_DSAPrivateKey,0.8863636363636364
RSA_padding_check_PKCS1_type_2,RSA_padding_check_PKCS1_type_1,0.8863636363636364
PEM_write_DSAPrivateKey,PEM_write_ECPrivateKey,0.8863636363636364
SSL_use_psk_identity_hint,SSL_set_tlsext_host_name,0.8863636363636364
PEM_write_ECPrivateKey,PEM_write_DSAPrivateKey,0.8863636363636364
RSA_padding_check_PKCS1_type_1,RSA_padding_check_PKCS1_type_1,0.8863636363636364
PEM_write_bio_ECPrivateKey,PEM_write_bio_RSAPrivateKey,0.8863636363636364
NCONF_load_fp,NCONF_load,0.8863636363636364
asn1_template_ex_d2i,asn1_template_noexp_d2i,0.8863114102402596
ASN1_primitive_free,asn1_primitive_clear,0.886152139936198
asn1_primitive_clear,ASN1_primitive_free,0.886152139936198
aes_gcm_init_key,aes_gcm_init_key,0.886024323488978
PEM_ASN1_write,PEM_write_PrivateKey,0.886024323488978
PEM_ASN1_write,do_pk8pkey_fp,0.886024323488978
ssl3_write_pending,ssl3_write_pending,0.885914731748064
X509_STORE_CTX_get0_parent_ctx,X509_STORE_CTX_get_current_cert,0.8857583749052298
SSL_cache_hit,SSL_num_renegotiations,0.8857583749052298
SSL_CTX_get_verify_mode,SSL_CTX_clear_chain_certs,0.8857583749052298
EC_GROUP_get_seed_len,ec_GFp_simple_group_finish,0.8857583749052298
ec_GFp_simple_group_clear_finish,EC_GROUP_get_curve_name,0.8857583749052298
SSL_get_verify_callback,ssl_reset_error_state,0.8857583749052298
SSL_get_read_ahead,SSL_clear_chain_certs,0.8857583749052298
ASN1_GENERALIZEDTIME_print,X509_signature_dump,0.8857583749052298
ec_GFp_simple_group_get_degree,EC_GROUP_get_degree,0.8857583749052298
ec_GF2m_simple_group_init,ec_GFp_simple_group_get_degree,0.8857583749052298
EC_GROUP_get_curve_name,EC_GROUP_get_degree,0.8857583749052298
SSL_state,dtls1_add_change_cipher_spec,0.8857583749052298
BIO_get_callback_arg,fd_new,0.8857583749052298
dgram_write,sock_write,0.8857583749052298
SSL_state,SSL_cutthrough_complete,0.8857583749052298
ec_GFp_simple_point_finish,ec_GFp_simple_is_at_infinity,0.8857583749052298
ASN1_STRING_length,ASN1_GENERALIZEDTIME_check,0.8857583749052298
BIO_ctrl_get_read_request,BIO_number_written,0.8857583749052298
ec_GFp_simple_point_set_to_infinity,ec_GFp_simple_point_finish,0.8857583749052298
ec_GF2m_simple_group_init,EC_GROUP_get0_generator,0.8857583749052298
ASN1_STRING_length,X509_cmp_current_time,0.8857583749052298
BIO_ctrl_wpending,BIO_eof,0.8857583749052298
BIO_ctrl_get_read_request,BIO_number_read,0.8857583749052298
EC_GROUP_get0_generator,ec_GFp_simple_group_finish,0.8857583749052298
ec_GF2m_simple_group_init,EC_GROUP_get_curve_name,0.8857583749052298
EVP_CIPHER_CTX_set_padding,EVP_CIPHER_CTX_set_padding,0.8857583749052298
ec_GF2m_simple_group_finish,ec_group_get_mont_data,0.8857583749052298
nbiof_free,sock_free,0.8857583749052298
BIO_ctrl_wpending,BIO_number_written,0.8857583749052298
BIO_get_callback,fd_new,0.8857583749052298
X509_STORE_CTX_get0_parent_ctx,X509_STORE_CTX_get_error_depth,0.8857583749052298
SSL_want,SSL_clear_chain_certs,0.8857583749052298
EC_KEY_get_conv_form,EC_KEY_up_ref,0.8857583749052298
SSL_version,SSL_clear_chain_certs,0.8857583749052298
ec_GF2m_have_precompute_mult,EC_GROUP_get_curve_name,0.8857583749052298
X509_STORE_CTX_get0_parent_ctx,X509_STORE_CTX_get_error,0.8857583749052298
SSL_SESSION_get0_peer,SSL_SESSION_up_ref,0.8857583749052298
X509_STORE_CTX_get0_policy_tree,X509_STORE_CTX_get0_parent_ctx,0.8857583749052298
ssl2_shutdown,SSL_get_rbio,0.8857583749052298
BIO_get_retry_reason,BIO_up_ref,0.8857583749052298
SSL_want,SSL_cutthrough_complete,0.8857583749052298
SSL_cache_hit,dtls1_add_change_cipher_spec,0.8857583749052298
ERR_unload_AEPHK_strings,bio_fd_non_fatal_error,0.8857583749052298
ec_GFp_simple_group_clear_finish,EC_GROUP_get0_generator,0.8857583749052298
SSL_CTX_sess_get_new_cb,SSL_CTX_up_ref,0.8857583749052298
SSL_get_verify_mode,SSL_clear_chain_certs,0.8857583749052298
SSL_get_session,ssl_reset_error_state,0.8857583749052298
BIO_ctrl_get_read_request,BIO_shutdown_wr,0.8857583749052298
e_rsax_init,SSL_alert_type_string_long,0.8857583749052298
ASN1_STRING_length,ASN1_OCTET_STRING_cmp,0.8857583749052298
ec_GF2m_simple_group_finish,EC_GROUP_get_curve_name,0.8857583749052298
nconf_get_string,OPENSSL_strdup,0.8857583749052298
ERR_unload_SUREWARE_strings,bio_fd_non_fatal_error,0.8857583749052298
SSL_get_quiet_shutdown,dtls1_add_change_cipher_spec,0.8857583749052298
ec_GFp_simple_point_set_to_infinity,ec_GFp_simple_point_set_to_infinity,0.8857583749052298
ASN1_BIT_STRING_set,ASN1_STRING_set0,0.8857583749052298
BIO_ctrl_pending,BIO_number_written,0.8857583749052298
X509_STORE_CTX_get0_parent_ctx,X509_STORE_CTX_get_explicit_policy,0.8857583749052298
ssl2_shutdown,SSL_want,0.8857583749052298
EC_GROUP_get_point_conversion_form,EC_GROUP_get_degree,0.8857583749052298
BIO_get_retry_reason,BIO_should_read,0.8857583749052298
SSL_get_shutdown,SSL_cutthrough_complete,0.8857583749052298
SSL_get_fd,SSL_get_options,0.8857583749052298
ssl2_shutdown,SSL_get_verify_callback,0.8857583749052298
BN_mod_sub,BN_mod_add_quick,0.8857583749052298
BIO_ctrl_pending,BIO_eof,0.8857583749052298
SSL_get_selected_srtp_profile,ssl_reset_error_state,0.8857583749052298
BIO_new_dgram,BIO_new_fp,0.8857583749052298
BIO_ctrl_pending,BIO_number_read,0.8857583749052298
SSL_get_shutdown,SSL_cache_hit,0.8857583749052298
SSL_cache_hit,ssl_reset_error_state,0.8857583749052298
ssl2_shutdown,SSL_certs_clear,0.8857583749052298
SSL_alert_type_string,EC_GROUP_set_point_conversion_form,0.8857583749052298
BN_mod_sub,BN_mod_lshift1_quick,0.8857583749052298
SSL_CTX_get_info_callback,SSL_CTX_up_ref,0.8857583749052298
X509_STORE_CTX_get0_parent_ctx,X509_STORE_CTX_get0_current_issuer,0.8857583749052298
BN_mod_lshift1_quick,BN_mod_lshift1,0.8857583749052298
SSL_get_wbio,ssl_reset_error_state,0.8857583749052298
SSL_version,dtls1_add_change_cipher_spec,0.8857583749052298
SSL_want,ssl_reset_error_state,0.8857583749052298
BN_mod_lshift1_quick,BN_mod_add,0.8857583749052298
BIO_ctrl_get_read_request,BIO_do_connect,0.8857583749052298
_ossl_old_des_crypt,nconf_get_string,0.8857583749052298
cca_ex_free,thread_local_test_thread,0.8857583749052298
BIO_ctrl_pending,BIO_flush,0.8857583749052298
EC_GROUP_get_point_conversion_form,ec_GFp_simple_group_finish,0.8857583749052298
SSL_state,SSL_cache_hit,0.8857583749052298
BIO_get_retry_reason,BIO_should_write,0.8857583749052298
