openssl_101f,boringssl_0.9,sim_value
EC_POINT_get_affine_coordinates_GFp,EC_GROUP_get_curve_GFp,0.8175426480542942
SetBlobCmp,cmp_data,0.8175426480542942
EC_POINT_get_Jprojective_coordinates_GFp,EC_GROUP_get_curve_GFp,0.8175426480542942
RSA_padding_add_PKCS1_type_1,ipv4_from_asc,0.8175426480542942
EC_GROUP_set_curve_GFp,BN_mod_exp,0.8175426480542942
bn_expand_internal,copy_from_prebuf,0.8175426480542942
ec_GF2m_simple_dbl,EC_POINT_oct2point,0.8175426480542942
pkey_cmac_init,pkey_ec_ctrl,0.8175426480542942
BN_is_prime_ex,BN_reciprocal,0.8175426480542942
ec_GF2m_simple_dbl,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.8175426480542942
EC_POINT_get_affine_coordinates_GF2m,EC_GROUP_get_curve_GFp,0.8175426480542942
OPENSSL_uni2asc,SSL_get_shared_ciphers,0.8175426480542942
EC_POINT_set_Jprojective_coordinates_GFp,EC_GROUP_get_curve_GFp,0.8175426480542942
ec_GFp_mont_field_encode,BN_mod_exp,0.8175426480542942
bn_rand_range,BN_mod_add_quick,0.8175426480542942
EC_GROUP_set_curve_GF2m,BN_mod_exp,0.8175426480542942
ASN1_item_d2i,ASN1_item_new,0.8175426480542942
ASN1_item_new,ASN1_item_d2i,0.8175426480542942
bn_rand_range,BN_mod_lshift1_quick,0.8175426480542942
RSA_padding_check_X931,bn_print,0.8175426480542942
swap_bytes,left_shift_3,0.8175426480542942
i2r_ocsp_nonce,file_write,0.8175426480542942
der_cmp,OBJ_cmp,0.8175426480542942
EC_POINT_set_affine_coordinates_GFp,EC_GROUP_get_curve_GFp,0.8175426480542942
CMS_RecipientInfo_set0_key,check_alias,0.8175426480542942
pkey_ec_keygen,EVP_PKEY_get0_EC_KEY,0.8175426480542942
der_cmp,cmp_data,0.8175426480542942
SetBlobCmp,OBJ_cmp,0.8175426480542942
PKCS7_add1_attrib_digest,s2i_ASN1_IA5STRING,0.8175426480542942
ASN1_parse,unknown_ext_print,0.8175426480542942
tls1_generate_key_block,SSL_get_shutdown,0.8175426480542942
i2d_PKCS8PrivateKey_nid_fp,PEM_ASN1_write,0.8175264481385601
EVP_PKEY_assign,ssl_verify_rsa_pkcs1,0.8175264481385601
BIO_new_mem_buf,PEM_def_callback,0.8175264481385601
BN_set_bit,BN_set_word,0.8175264481385601
CRYPTO_get_ex_data,CRYPTO_set_ex_data,0.8175264481385601
dtls1_handle_timeout,dtls1_check_timeout_num,0.8175264481385601
gost_cipher_ctl,aes_xts_ctrl,0.8175264481385601
gost_cipher_init_param,EVP_CipherUpdate,0.8175264481385601
app_RAND_load_files,BUF_strlcat,0.8175264481385601
EVP_CipherUpdate,aes_xts_ctrl,0.8175264481385601
EVP_PKEY_decrypt_old,ssl_verify_rsa_pkcs1,0.8175264481385601
BN_cmp,BN_set_word,0.8175264481385601
EVP_PKEY_encrypt_old,ssl_verify_rsa_pkcs1,0.8175264481385601
BIO_new_mem_buf,strlcpy_int,0.8175264481385601
PEM_write_PKCS8PrivateKey_nid,PEM_ASN1_write,0.8175264481385601
rsa_get_public_exp,BN_exp,0.8175264481385601
BN_set_bit,bn_mul_normal,0.8175264481385601
EC_POINT_set_compressed_coordinates_GFp,ec_GFp_mont_field_sqr,0.8175003175004762
BN_clear_bit,BN_from_montgomery_word,0.8175003175004762
EC_POINT_set_compressed_coordinates_GFp,ec_GFp_mont_field_decode,0.8175003175004762
EVP_EncodeBlock,UTF8_getc,0.8175003175004762
EC_POINT_set_compressed_coordinates_GF2m,ec_GFp_mont_field_mul,0.8175003175004762
EC_POINT_set_compressed_coordinates_GFp,ec_GFp_mont_field_encode,0.8175003175004762
_asn1_check_infinite_end,asn1_get_length,0.8175003175004762
EC_POINT_set_compressed_coordinates_GF2m,ec_GFp_mont_field_encode,0.8175003175004762
parse_http_line1,eat_ws,0.8175003175004762
EC_POINT_set_compressed_coordinates_GF2m,ec_GFp_mont_field_sqr,0.8175003175004762
ssl3_renegotiate_check,ssl_read_impl,0.8175003175004762
EC_POINT_set_compressed_coordinates_GFp,ec_GFp_mont_field_mul,0.8175003175004762
pkey_ec_paramgen,pkey_ec_copy,0.8175003175004762
ssl3_renegotiate_check,ssl3_read_change_cipher_spec,0.8175003175004762
EC_POINT_set_compressed_coordinates_GF2m,ec_GFp_mont_field_decode,0.8175003175004762
srp_Verify_N_and_g,BN_kronecker,0.8174906374651838
bio_nread0,bio_write,0.8174906374651838
DES_cbc_cksum,EVP_EncodeBlock,0.8174906374651838
a2i_ASN1_ENUMERATED,i2a_ASN1_ENUMERATED,0.817397947574391
a2i_ASN1_INTEGER,i2a_ASN1_ENUMERATED,0.817397947574391
a2i_ASN1_INTEGER,i2a_ASN1_STRING,0.817397947574391
a2i_ASN1_ENUMERATED,i2a_ASN1_INTEGER,0.817397947574391
a2i_ASN1_STRING,i2a_ASN1_STRING,0.817397947574391
a2i_ASN1_STRING,i2a_ASN1_INTEGER,0.817397947574391
a2i_ASN1_INTEGER,i2a_ASN1_INTEGER,0.817397947574391
a2i_ASN1_ENUMERATED,i2a_ASN1_STRING,0.817397947574391
dsa_builtin_keygen,DSA_do_sign,0.817397947574391
a2i_ASN1_STRING,i2a_ASN1_ENUMERATED,0.817397947574391
ec_GFp_simple_oct2point,ec_GFp_simple_set_compressed_coordinates,0.817372724771004
BN_mask_bits,BN_sub_word,0.8173727247710039
ASN1_BIT_STRING_check,ASN1_STRING_set,0.8173727247710039
d2i_EC_PUBKEY,d2i_ECParameters,0.8173727247710039
ASN1_i2d_bio,BIO_printf,0.8173727247710039
ASN1_item_i2d_bio,BIO_printf,0.8173727247710039
BN_uadd,BN_sub_word,0.8173727247710039
ec_GFp_nist_group_set_curve,ec_GFp_simple_add,0.8172206342872577
BN_GF2m_mod_inv,BN_cmp,0.8172206342872577
WHIRLPOOL_BitUpdate,CRYPTO_cfb128_1_encrypt,0.8172162008283602
fmtint,ASN1_get_object,0.8172162008283602
EVP_PKEY_derive_set_peer,EVP_PKEY_CTX_ctrl,0.8172083195826086
ssl_check_for_safari,ssl_get_grease_value,0.8172083195826086
SSL_use_RSAPrivateKey_ASN1,SSL_use_RSAPrivateKey_file,0.8172083195826086
ssl23_read_bytes,ssl3_write_app_data,0.8172083195826086
RAND_file_name,valid_star,0.8172083195826086
SSL_CIPHER_description,SSL_CIPHER_description,0.8171957675647344
gost_imit_update,equal_email,0.8171957675647344
mem_ctrl,file_read,0.8171957675647344
strip_spaces,string_to_hex,0.8171957675647344
get_mac,x25519_ge_scalarmult_base,0.8171957675647344
ec_cmp_parameters,check_suite_b,0.8171675237082733
camellia_256_cbc_cipher,aesni_ecb_cipher,0.8171675237082733
camellia_192_cbc_cipher,aesni_ecb_cipher,0.8171675237082733
idea_cbc_cipher,aesni_ecb_cipher,0.8171675237082733
asn1_d2i_read_bio,mem_gets,0.8171675237082733
camellia_128_cbc_cipher,aesni_ecb_cipher,0.8171675237082733
add_blocks,name_cmp,0.8171675237082733
des_cfb8_cipher,aesni_ecb_cipher,0.8171675237082733
gf2m_Madd,BN_mod_sub,0.8171675237082733
cast5_cbc_cipher,aesni_ecb_cipher,0.8171675237082733
des_cfb64_cipher,aesni_ecb_cipher,0.8171675237082733
ssl_get_algorithm2,ssl_seal_align_prefix_len,0.8171675237082733
rc2_cbc_cipher,aesni_ecb_cipher,0.8171675237082733
bf_cbc_cipher,aesni_ecb_cipher,0.8171675237082733
des_cbc_cipher,aesni_ecb_cipher,0.8171675237082733
rc2_ctrl,EVP_CIPHER_CTX_ctrl,0.8171675237082733
EC_GROUP_get_curve_GFp,EC_POINT_set_affine_coordinates_GFp,0.8171675237082733
gost_key,left_shift_3,0.8171675237082733
ssl_next_proto_validate,tls1_sha256_final_raw,0.8171675237082733
SSL_use_certificate_ASN1,dtls1_write_app_data,0.8171675237082733
BUF_strlcpy,ssl_record_sequence_update,0.8171675237082733
seed_cbc_cipher,aesni_ecb_cipher,0.8171675237082733
EC_GROUP_set_curve_GFp,EC_POINT_set_affine_coordinates_GFp,0.8171675237082733
PKCS12_item_i2d_encrypt,ASN1_STRING_set0,0.8171675237082733
EC_GROUP_get_curve_GF2m,EC_POINT_set_affine_coordinates_GFp,0.8171675237082733
ctr64_add,ssl_record_sequence_update,0.8171675237082733
OPENSSL_memcmp,BUF_strlcpy,0.8171675237082733
ssl3_get_server_done,ssl_read_buffer_extend_to,0.8171675237082733
OPENSSL_memcmp,ASN1_PRINTABLE_type,0.8171675237082733
gf2m_Madd,BN_mod_add,0.8171675237082733
ctr64_add,CRYPTO_memcmp,0.8171675237082733
EC_GROUP_set_curve_GF2m,EC_POINT_set_affine_coordinates_GFp,0.8171675237082733
ssl3_pending,ssl3_read_handshake_bytes,0.8171675237082733
circle_xor8,left_shift_3,0.8171675237082733
camellia_192_cfb1_cipher,aesni_cbc_cipher,0.8171675237082732
ssl_parse_clienthello_renegotiate_ext,SSL_get_shutdown,0.8171675237082732
bn_x931_derive_pi,BN_is_prime_ex,0.8171675237082732
EVP_PKEY_paramgen,EVP_PKEY_derive_init,0.8171675237082732
asn1_bio_read,fd_gets,0.8171675237082732
EVP_PKEY_paramgen,EVP_PKEY_verify_init,0.8171675237082732
EVP_PKEY_keygen,EVP_PKEY_derive_init,0.8171675237082732
nullf_gets,fd_gets,0.8171675237082732
EVP_PKEY_keygen,EVP_PKEY_verify_recover_init,0.8171675237082732
EVP_PKEY_keygen,EVP_PKEY_verify_init,0.8171675237082732
ASN1_STRING_copy,ASN1_ENUMERATED_get,0.8171675237082732
camellia_128_cfb1_cipher,aesni_cbc_cipher,0.8171675237082732
nbiof_gets,fd_gets,0.8171675237082732
out_utf8,fd_ctrl,0.8171675237082732
OBJ_bsearch_ex_,ASN1_tag2str,0.8171675237082732
EVP_PKEY_paramgen,EVP_PKEY_sign_init,0.8171675237082732
asn1_bio_gets,fd_gets,0.8171675237082732
EVP_PKEY_keygen,EVP_PKEY_decrypt_init,0.8171675237082732
nbiof_gets,BIO_ctrl,0.8171675237082732
ASN1_INTEGER_get,ASN1_STRING_copy,0.8171675237082732
EVP_PKEY_keygen,EVP_PKEY_encrypt_init,0.8171675237082732
nullf_gets,BIO_ctrl,0.8171675237082732
swap_bytes,decode_dec,0.8171675237082732
BN_sqr,mod_exp_recp,0.8171675237082732
EVP_PKEY_paramgen,EVP_PKEY_verify_recover_init,0.8171675237082732
ASN1_ENUMERATED_get,ASN1_STRING_copy,0.8171675237082732
fd_ctrl,out_utf8,0.8171675237082732
EVP_PKEY_keygen,EVP_PKEY_sign_init,0.8171675237082732
ASN1_STRING_copy,ASN1_INTEGER_get,0.8171675237082732
EVP_PKEY_paramgen,EVP_PKEY_decrypt_init,0.8171675237082732
EVP_PKEY_paramgen,EVP_PKEY_encrypt_init,0.8171675237082732
camellia_256_cfb1_cipher,aesni_cbc_cipher,0.8171675237082732
get_crl_score,check_crl_time,0.8170914308949007
check_crl_time,get_crl_score,0.8170914308949007
RC2_set_key,load_iv,0.8170914308949007
RC2_set_key,cfbr_encrypt_block,0.8170914308949007
BN_lshift,BN_from_montgomery_word,0.8170375695604868
CRYPTO_cts128_encrypt_block,CRYPTO_cfb128_1_encrypt,0.8170147297373292
ec_GF2m_simple_add,set_Jprojective_coordinate_GFp,0.8170147297373292
RSA_padding_add_SSLv23,UTF8_getc,0.8170114791543561
EC_POINT_set_compressed_coordinates_GF2m,EC_POINT_point2oct,0.8170114791543561
nc_uri,ASN1_STRING_print,0.8170114791543561
UTF8_getc,base64_decode_quad,0.8170114791543561
OBJ_nid2obj,OBJ_nid2obj,0.8170114791543561
BN_clear_bit,bn_sub_part_words,0.8170114791543561
ASN1_STRING_print,nc_uri,0.8170114791543561
UTF8_getc,parse_oid_component,0.8170114791543561
EC_POINT_set_compressed_coordinates_GFp,EC_POINT_point2oct,0.8170114791543561
collect_data,x509_name_ex_i2d,0.8170114791543561
a2i_ASN1_ENUMERATED,ASN1_STRING_set,0.8170077616914835
a2i_ASN1_STRING,ASN1_item_i2d_bio,0.8170077616914835
a2i_ASN1_INTEGER,ASN1_STRING_set,0.8170077616914835
a2i_ASN1_INTEGER,ASN1_item_i2d_bio,0.8170077616914835
a2i_ASN1_ENUMERATED,ASN1_item_i2d_bio,0.8170077616914835
a2i_ASN1_STRING,ASN1_STRING_set,0.8170077616914835
DES_ecb_encrypt,DES_ede3_cfb64_encrypt,0.8170077616914835
PEM_ASN1_write,PEM_write,0.8169328455231937
CRYPTO_get_ex_new_index,DH_get_ex_new_index,0.8169328455231937
dtls1_write_bytes,SSL_use_RSAPrivateKey_file,0.8169328455231937
BN_clear_free,bn_wexpand,0.8169328455231937
aes_xts_cipher,aesni_ecb_cipher,0.8169328455231937
nullf_write,ASN1_i2d_bio,0.8169328455231937
CRYPTO_get_ex_new_index,SSL_CTX_get_ex_new_index,0.8169328455231937
RSA_padding_add_PKCS1_type_1,fd_gets,0.8169328455231937
ASN1_ENUMERATED_get,to_u64_be,0.8169328455231937
CRYPTO_get_ex_new_index,EC_KEY_get_ex_new_index,0.8169328455231937
dtls1_write_bytes,SSL_use_PrivateKey_file,0.8169328455231937
ASN1_INTEGER_get,to_u64_be,0.8169328455231937
CRYPTO_get_ex_new_index,DSA_get_ex_new_index,0.8169328455231937
camellia_256_cfb1_cipher,aesni_ecb_cipher,0.8169328455231937
camellia_256_cfb1_cipher,hwrand,0.8169328455231937
camellia_192_cfb1_cipher,aesni_ecb_cipher,0.8169328455231937
PEM_ASN1_write,ASN1_item_i2d_fp,0.8169328455231937
dtls1_write_bytes,SSL_use_certificate_file,0.8169328455231937
nullf_write,ASN1_item_i2d_bio,0.8169328455231937
CRYPTO_get_ex_new_index,X509_get_ex_new_index,0.8169328455231937
fd_ctrl,file_write,0.8169328455231937
ASN1_BIT_STRING_set_asc,print_reasons,0.8169328455231937
print_reasons,ASN1_BIT_STRING_set_asc,0.8169328455231937
i2s_ASN1_IA5STRING,ASN1_STRING_set,0.8169328455231937
CRYPTO_get_ex_new_index,SSL_get_ex_new_index,0.8169328455231937
CRYPTO_get_ex_new_index,SSL_SESSION_get_ex_new_index,0.8169328455231937
BN_rshift1,BN_is_odd,0.8169328455231937
BN_set_word,BN_sub_word,0.8169328455231937
ec_GFp_mont_field_encode,set_Jprojective_coordinate_GFp,0.8169328455231937
camellia_128_cfb1_cipher,hwrand,0.8169328455231937
camellia_128_cfb1_cipher,aesni_ecb_cipher,0.8169328455231937
BN_set_word,BN_lshift1,0.8169328455231937
camellia_192_cfb1_cipher,hwrand,0.8169328455231937
CRYPTO_get_ex_new_index,RSA_get_ex_new_index,0.8169328455231937
dtls1_write_bytes,ssl3_write_app_data,0.8169328455231937
ec_GFp_mont_field_encode,ec_GFp_simple_group_get_curve,0.8169328455231937
CRYPTO_get_ex_new_index,X509_STORE_CTX_get_ex_new_index,0.8169328455231937
CRYPTO_gcm128_finish,CRYPTO_gcm128_aad,0.8168847171217566
EVP_Digest,EVP_DigestVerifyFinal,0.8168427393334083
TS_ASN1_INTEGER_print_bio,ASN1_UTCTIME_print,0.8168427393334083
BN_mod_exp_mont,BN_div_recp,0.816788658733899
DES_fcrypt,EVP_tls_cbc_copy_mac,0.8167782064090727
ssl2_part_read,ASN1_BIT_STRING_set_bit,0.8167782064090727
check_cert_time,check_chain_extensions,0.8167782064090727
check_chain_extensions,check_cert_time,0.8167782064090727
BN_bn2mpi,ASN1_BIT_STRING_set_bit,0.8167782064090727
cast5_cfb64_cipher,des_ecb_cipher,0.8167762968124702
camellia_192_cfb8_cipher,des_ecb_cipher,0.8167762968124702
BN_mod_mul,ec_GFp_mont_point_get_affine_coordinates,0.8167762968124702
BN_GF2m_poly2arr,BN_mul_word,0.8167762968124702
camellia_128_cfb8_cipher,aes_ecb_cipher,0.8167762968124702
AES_unwrap_key,RSA_padding_add_PKCS1_type_1,0.8167762968124702
camellia_192_cfb8_cipher,aes_ecb_cipher,0.8167762968124702
camellia_256_cfb128_cipher,aes_ecb_cipher,0.8167762968124702
add_blocks,mladder,0.8167762968124702
buffer_read,file_write,0.8167762968124702
bf_cfb64_cipher,aes_ecb_cipher,0.8167762968124702
BN_generate_prime_ex,BN_gcd,0.8167762968124702
SSL_select_next_proto,ASN1_put_object,0.8167762968124702
BN_MONT_CTX_set_locked,ec_GFp_mont_group_set_curve,0.8167762968124702
cast5_cfb64_cipher,aes_ecb_cipher,0.8167762968124702
camellia_192_cfb128_cipher,des_ecb_cipher,0.8167762968124702
seed_cfb128_cipher,des_ecb_cipher,0.8167762968124702
camellia_128_cfb128_cipher,aes_ecb_cipher,0.8167762968124702
have_handshake_fragment,SSL_select_next_proto,0.8167762968124702
rc2_cfb64_cipher,des_ecb_cipher,0.8167762968124702
camellia_256_cfb8_cipher,des_ecb_cipher,0.8167762968124702
BN_reciprocal,ec_GFp_mont_point_get_affine_coordinates,0.8167762968124702
EVP_DecodeBlock,ASN1_PRINTABLE_type,0.8167762968124702
dtls1_record_replay_check,ssl3_write_pending,0.8167762968124702
ASN1_put_object,SSL_select_next_proto,0.8167762968124702
strip_eol,ASN1_put_object,0.8167762968124702
camellia_256_cfb8_cipher,aes_ecb_cipher,0.8167762968124702
idea_cfb64_cipher,des_ecb_cipher,0.8167762968124702
seed_cfb128_cipher,aes_ecb_cipher,0.8167762968124702
camellia_128_cfb8_cipher,des_ecb_cipher,0.8167762968124702
BN_lshift1,BN_is_pow2,0.8167762968124702
camellia_256_cfb128_cipher,des_ecb_cipher,0.8167762968124702
BN_gcd,ec_GFp_mont_point_get_affine_coordinates,0.8167762968124702
SSL_use_PrivateKey_ASN1,dtls1_write_record,0.8167762968124702
BN_lshift1,BN_mul_word,0.8167762968124702
bf_cfb64_cipher,des_ecb_cipher,0.8167762968124702
dtls1_write_app_data_bytes,ssl3_read_handshake_bytes,0.8167762968124702
idea_cfb64_cipher,aes_ecb_cipher,0.8167762968124702
BN_GF2m_mod_div,ec_GFp_mont_point_get_affine_coordinates,0.8167762968124702
camellia_128_cfb128_cipher,des_ecb_cipher,0.8167762968124702
rc2_cfb64_cipher,aes_ecb_cipher,0.8167762968124702
ssl_parse_serverhello_renegotiate_ext,ssl3_write_pending,0.8167762968124702
ec_bits,check_suite_b,0.8167762968124702
RSA_padding_check_SSLv23,X509_signature_dump,0.8167762968124702
camellia_192_cfb128_cipher,aes_ecb_cipher,0.8167762968124702
slg_write,sock_read,0.8167230329859584
PEM_write_bio_DSAPrivateKey,do_pk8pkey_fp,0.8167230329859584
PEM_write_bio_DSAPrivateKey,PEM_write_PrivateKey,0.8167230329859584
BN_GF2m_add,bn_sqr_normal,0.8167230329859584
PEM_write_PrivateKey,PEM_write_bio_RSAPrivateKey,0.8167230329859584
BN_GF2m_mod_inv_arr,BN_mod_inverse_blinded,0.8167230329859584
PEM_write_bio_ECPrivateKey,do_pk8pkey_fp,0.8167230329859584
PEM_write_bio_RSAPrivateKey,PEM_write_PrivateKey,0.8167230329859584
PEM_write_bio_ECPrivateKey,PEM_write_PrivateKey,0.8167230329859584
do_pk8pkey_fp,PEM_write_bio_RSAPrivateKey,0.8167230329859584
PEM_write_PrivateKey,PEM_write_bio_DSAPrivateKey,0.8167230329859584
ec_GF2m_simple_point_get_affine_coordinates,EC_POINT_mul,0.8167230329859584
do_pk8pkey_fp,PEM_write_bio_DSAPrivateKey,0.8167230329859584
ec_GFp_simple_group_get_curve,ec_point_set_Jprojective_coordinates_GFp,0.8167230329859584
PEM_write_PrivateKey,PEM_write_bio_ECPrivateKey,0.8167230329859584
PEM_write_bio_RSAPrivateKey,do_pk8pkey_fp,0.8167230329859584
do_pk8pkey_fp,PEM_write_bio_ECPrivateKey,0.8167230329859584
BN_GF2m_mod_div_arr,BN_mod_inverse_blinded,0.8167230329859584
EVP_DecodeBlock,equal_nocase,0.8166666666666667
ASN1_UNIVERSALSTRING_to_string,asn1_utctime_to_tm,0.8166666666666667
EC_POINT_set_Jprojective_coordinates_GFp,ec_GFp_mont_point_get_affine_coordinates,0.8166666666666667
EC_POINT_get_Jprojective_coordinates_GFp,ec_GFp_mont_point_get_affine_coordinates,0.8166666666666667
do_hex_dump,hex_to_string,0.8166666666666667
EC_POINT_get_affine_coordinates_GFp,ec_GFp_mont_point_get_affine_coordinates,0.8166666666666667
BN_mod_mul_reciprocal,BN_mod_inverse_odd,0.8166666666666667
BN_gcd,BN_mod_sqrt,0.8166666666666667
EC_POINT_set_affine_coordinates_GFp,ec_GFp_mont_point_get_affine_coordinates,0.8166666666666667
EVP_DecodeBlock,slide,0.8166666666666667
EC_POINT_set_affine_coordinates_GF2m,ec_GFp_mont_point_get_affine_coordinates,0.8166666666666667
hex_to_string,do_hex_dump,0.8166666666666667
BN_GF2m_mod_div,BN_mod_sqrt,0.8166666666666667
hex_to_string,cbb_add_hex,0.8166666666666667
EC_KEY_free,EC_KEY_copy,0.8166666666666667
EC_POINT_get_affine_coordinates_GF2m,ec_GFp_mont_point_get_affine_coordinates,0.8166666666666667
ssl_parse_serverhello_renegotiate_ext,ssl3_read_handshake_bytes,0.8166666666666667
pkey_gost01_cp_sign,EVP_PKEY_CTX_set0_rsa_oaep_label,0.8166502481905618
BN_div_word,read_word_padded,0.8166502481905618
xor_blocks,ssl_aead_ctx_get_ad,0.8166502481905618
pkey_gost94_cp_sign,EVP_PKEY_CTX_set0_rsa_oaep_label,0.8166502481905618
ASN1_UNIVERSALSTRING_to_string,X509_cmp_time,0.8165869118066518
do_blob_header,RSA_add_pkcs1_prefix,0.8165869118066518
BN_bn2bin,copy_from_prebuf,0.8165270824738287
ASN1_put_object,RC2_set_key,0.8165270824738287
BN_mod_mul_montgomery,BN_uadd,0.8165270824738287
BN_X931_derive_prime_ex,BN_sqr,0.8164810522136459
fmtint,ASN1_put_object,0.8164810522136459
DES_cfb_encrypt,ASN1_put_object,0.8164810522136459
BN_rshift,copy_from_prebuf,0.8164810522136459
BN_lshift,copy_from_prebuf,0.8164810522136459
CRYPTO_gcm128_setiv,CRYPTO_gcm128_finish,0.8164448808834843
do_dsa_print,do_rsa_print,0.8164159408421889
ipv6_hex,i2c_ASN1_BIT_STRING,0.8163859985841664
i2c_ASN1_BIT_STRING,ipv6_hex,0.8163859985841664
ipv6_hex,RC2_cbc_encrypt,0.8163859985841664
get_ip,load_iv,0.8163859985841664
ASN1_UTCTIME_check,i2c_ASN1_BIT_STRING,0.8163859985841664
BN_GF2m_mod_solve_quad_arr,BN_sqrt,0.816358519698678
BN_clear_bit,BN_nnmod_pow2,0.816358519698678
ASN1_STRING_print,asn1_generalizedtime_to_tm,0.816358519698678
RSA_free,RSA_free,0.816358519698678
long_c2i,UTF8_getc,0.816358519698678
UTF8_getc,long_c2i,0.816358519698678
ec_GF2m_simple_oct2point,ec_GFp_simple_cmp,0.8163569176522069
do_dh_print,do_EC_KEY_print,0.8163569176522069
CRYPTO_cfb128_8_encrypt,gcm_siv_crypt,0.8163372442150344
nc_dns,i2c_ASN1_INTEGER,0.8163372442150344
i2c_ASN1_INTEGER,nc_dns,0.8163372442150344
kek_wrap_key,felem_to_bin28,0.8163372442150344
next_serial,a2i_IPADDRESS,0.8163372442150344
strip_start,CONF_parse_list,0.8163154001507127
SRP_Verify_B_mod_N,BN_kronecker,0.8163154001507127
nullf_ctrl,b64_ctrl,0.8163154001507127
nbiof_ctrl,b64_ctrl,0.8163154001507127
mdc2_body,DES_ecb_encrypt,0.8162994973926084
write_lebn,i2c_ASN1_INTEGER,0.8162994973926084
ssl2_get_server_method,AES_ecb_encrypt,0.816227766016838
print_fp,BIO_set_conn_port,0.816227766016838
SSL_renegotiate_pending,SSL_get_quiet_shutdown,0.816227766016838
recsig,X509_STORE_CTX_set_error,0.816227766016838
str_free,SSL_CTX_set_tlsext_servername_arg,0.816227766016838
tls1_get_client_method,EVP_CIPHER_CTX_set_key_length,0.816227766016838
SSL_set_shutdown,dtls1_received_flight,0.816227766016838
verify_cb,X509_STORE_CTX_set_error,0.816227766016838
RSA_X931_hash_id,X509_STORE_CTX_set_error,0.816227766016838
ENGINE_set_flags,ssl_get_version,0.816227766016838
BIO_test_flags,file_free,0.816227766016838
srp_password_from_info_cb,SSL_set_srtp_profiles,0.816227766016838
seed_init_key,rc2_init_key,0.816227766016838
SSL_CTX_set_cipher_list,SSL_set_cipher_list,0.816227766016838
EC_GROUP_set_curve_name,ssl_get_version,0.816227766016838
ECParameters_print_fp,ASN1_item_i2d_fp,0.816227766016838
check_defer,null_callback,0.816227766016838
SSL_SESSION_print_fp,PEM_read,0.816227766016838
SSL_CTX_set_info_callback,SSL_CTX_enable_tls_channel_id,0.816227766016838
X509_cmp,X509_subject_name_cmp,0.816227766016838
SSL_set_read_ahead,dtls1_expect_flight,0.816227766016838
EVP_PKEY_set1_EC_KEY,ssl_compare_public_and_private_key,0.816227766016838
BIO_sock_non_fatal_error,EC_KEY_set_enc_flags,0.816227766016838
BIO_next,BIO_vfree,0.816227766016838
BIO_printf,BIO_read_filename,0.816227766016838
EVP_PKEY_CTX_set_app_data,X25519_public_from_private,0.816227766016838
init384,md5_init,0.816227766016838
i2s_ASN1_IA5STRING,ASN1_BIT_STRING_check,0.816227766016838
aes_ofb_cipher,EVP_CIPHER_CTX_set_app_data,0.816227766016838
ssl2_get_server_method,EVP_CIPHER_CTX_set_key_length,0.816227766016838
test1_exit,X509_VERIFY_PARAM_set_depth,0.816227766016838
test_sha1_init,md4_init,0.816227766016838
verify_cb,DTLSv1_set_initial_timeout_duration,0.816227766016838
BIO_method_type,BIO_copy_next_retry,0.816227766016838
check_purpose_ssl_client,EC_GROUP_set_point_conversion_form,0.816227766016838
SSL_get_fd,SSL_set_mtu,0.816227766016838
surewarehk_rand_add,X25519_public_from_private,0.816227766016838
BIO_dgram_non_fatal_error,DTLSv1_set_initial_timeout_duration,0.816227766016838
test_sha1_init,sha384_init,0.816227766016838
null_write,ASN1_STRING_length_set,0.816227766016838
ASN1_PRINTABLE_type,ASN1_BIT_STRING_check,0.816227766016838
init256,sha256_init,0.816227766016838
ssl3_get_client_method,EVP_CIPHER_CTX_set_key_length,0.816227766016838
BIO_set_callback_arg,file_write,0.816227766016838
BN_print_fp,PEM_read,0.816227766016838
SSL_CTX_set_default_verify_paths,SSL_CTX_enable_tls_channel_id,0.816227766016838
EVP_CIPHER_CTX_rand_key,EVP_CipherUpdate,0.816227766016838
SSL_CTX_set_quiet_shutdown,ssl_get_version,0.816227766016838
BIO_vfree,BIO_set_retry_write,0.816227766016838
EVP_MD_CTX_md,EVP_VerifyInit,0.816227766016838
ENGINE_set_table_flags,X509_get_ex_data,0.816227766016838
DHparams_print_fp,ASN1_item_i2d_fp,0.816227766016838
MD4_Transform,x25519_scalar_mult,0.816227766016838
X509_get_ex_data,check_purpose_smime_sign,0.816227766016838
ec_GF2m_simple_make_affine,BN_mod_mul,0.816227766016838
dtls1_get_server_method,ASN1_tag2str,0.816227766016838
EC_GROUP_precompute_mult,ec_GFp_mont_field_decode,0.816227766016838
PEM_write_bio_Parameters,EVP_PKEY_is_opaque,0.816227766016838
EC_GROUP_set_asn1_flag,ssl_is_ecdsa_key_type,0.816227766016838
dtls1_write_app_data_bytes,SSL_set_mtu,0.816227766016838
SSL_do_handshake,ssl_read_buffer_extend_to,0.816227766016838
md_new,fd_new,0.816227766016838
SHA512,null_cipher,0.816227766016838
_ossl_old_des_string_to_2keys,x25519_scalar_mult,0.816227766016838
nist_cp_bn_0,bn_mul_add_words,0.816227766016838
SSL_set_shutdown,ssl_is_ecdsa_key_type,0.816227766016838
SSL_SESSION_print_fp,ASN1_i2d_fp,0.816227766016838
idea_ecb_cipher,aesni_cbc_cipher,0.816227766016838
ssl3_final_finish_mac,SSL_set1_curves_list,0.816227766016838
