openssl_101f,libressl_3,sim_value
DES_cfb_encrypt,dsaparam_main,0.8313479701523718
pkey_rsa_verifyrecover,do_PVK_body,0.8313464987810711
ASN1_item_ex_i2d,EVP_SignFinal,0.8313460002112555
asn1_d2i_ex_primitive,c2i_ASN1_INTEGER,0.8313443421515516
tls1_final_finish_mac,RSA_generate_key,0.8313441825483764
ec_GFp_mont_group_set_curve,EC_POINTs_mul,0.8313437877298874
DES_enc_read,ecdh_compute_key,0.8313373843397567
ssl3_get_cert_verify,int_dup_ex_data,0.8313354207356343
ssl3_get_cert_verify,SXNET_add_id_INTEGER,0.8313342932289758
CMS_SignerInfo_sign,app_get_pass,0.831334102801152
crl_main,pub_decode_gost01,0.8313329506929121
CMS_verify,dsa_do_verify,0.8313328403191009
X509V3_extensions_print,do_body,0.8313316056234733
doit_biopair,asn1_template_print_ctx,0.8313309381184208
OCSP_RESPONSE_print,crl_main,0.8313308662054576
do_PVK_body,x509_name_encode,0.8313300596500878
CMS_decrypt_set1_pkey,PKCS7_decrypt,0.8313297717305798
SRP_create_verifier,ts_main,0.8313294283020778
aes_gcm_ctrl,PEM_SealInit,0.8313281422152652
do_updatedb,unpack_revinfo,0.8313280429017809
password_callback,ssl3_check_cert_and_algorithm,0.8313272206950526
BN_mod_exp_mont,RSA_padding_add_PKCS1_PSS_mgf1,0.8313247979628366
PEM_SealFinal,do_updatedb,0.8313227135400675
args_verify,dh_main,0.8313224927702713
pkey_GOST94cp_encrypt,ssl3_get_certificate_request,0.8313221098175432
PKCS7_decrypt,tree_init,0.83132041481306
ssl_check_srvr_ecc_cert_and_alg,PKCS1_MGF1,0.8313186520606441
genrsa_main,a2d_ASN1_OBJECT,0.831318116737606
sess_id_main,X509_NAME_oneline,0.8313179752442436
pub_encode_gost94,cms_RecipientInfo_kekri_encrypt,0.8313153583101704
i2d_RSA_NET,a2i_ASN1_STRING,0.831313344723057
RAND_query_egd_bytes,check,0.8313130598788085
create_query,do_fp,0.8313115740992209
dtls1_send_client_key_exchange,pub_encode_gost01,0.8313113221816302
print_stuff,gendsa_main,0.8313112617958717
ubsec_dsa_verify,ec_GF2m_simple_oct2point,0.8313108691768224
ASN1_item_verify,tls1_P_hash,0.8313083297178983
ASN1_mbstring_ncopy,RSA_verify_PKCS1_PSS_mgf1,0.8313057914057271
receipt_request_print,do_name_ex,0.8313052209394866
dtls1_reassemble_fragment,des_cfb1_cipher,0.8313030177451037
BN_nist_mod_192,BN_div_internal,0.8313022667963872
do_body,s_server_main,0.8312998164387277
compute_wNAF,dsa_builtin_paramgen,0.831298645356745
PEM_do_header,ssl3_write_pending,0.8312978947340963
TXT_DB_read,tls_decrypt_ticket,0.8312967986888884
ssl3_ctrl,ssl3_get_server_certificate,0.8312956475002187
ecparam_main,ec_group_new_from_data,0.8312950614145651
OCSP_request_verify,x509_constraints_extract_names,0.8312937589955267
ECPKParameters_print,tlsext_srtp_server_parse,0.8312924866418567
c2i_ASN1_INTEGER,DES_ede3_cfb64_encrypt,0.831292323317866
cms_RecipientInfo_ktri_decrypt,tls12_record_layer_mac,0.8312921429107882
asn1_d2i_ex_primitive,HMAC_Init_ex,0.8312875083872284
ssl3_get_new_session_ticket,dtls1_read_bytes,0.8312864395917745
ASN1_item_ex_d2i,dgst_main,0.8312860523729342
PKCS7_dataFinal,asn1_template_ex_d2i,0.8312834675075405
RAND_poll,i2b_PVK,0.8312833149499377
PEM_SealInit,ec_GFp_simple_mul_ct,0.8312832831570048
int_dup_ex_data,PEM_ASN1_write_bio,0.8312829292067122
ecdsa_sign_setup,RSA_generate_key,0.8312820073899183
ssl_prepare_clienthello_tlsext,i2b_PVK,0.8312814121709378
ec_GFp_simple_set_Jprojective_coordinates_GFp,ssl3_send_client_verify_gost,0.8312773338416718
CMS_add1_signer,tls13_server_finished_send,0.8312750210536415
CMS_add1_signer,tls13_client_finished_send,0.8312750210536415
OCSP_basic_verify,tls_connect_servername,0.8312748896781059
DES_ede3_cfb_encrypt,ASN1_generate_v3,0.8312744761052587
create_query,BN_mod_exp_mont_internal,0.8312742867651999
i2d_RSA_NET,RSA_verify_PKCS1_PSS_mgf1,0.8312721385505667
n_ssl3_mac,a2d_ASN1_OBJECT,0.8312712154559779
req_main,BN_mod_exp_recp,0.8312700587940337
ssl3_change_cipher_state,NAME_CONSTRAINTS_check,0.8312688540074177
dsa_do_verify,aes_ccm_cipher,0.8312683275250699
cms_EncryptedContent_init_bio,PKCS7_dataDecode,0.8312682714549289
ssl3_get_cert_status,ssl3_connect,0.8312677940361843
cms_RecipientInfo_kekri_decrypt,cms_RecipientInfo_pwri_crypt,0.8312676482233146
OCSP_RESPONSE_print,genrsa_main,0.8312666477476784
RC2_cfb64_encrypt,TXT_DB_write,0.8312666465734144
OCSP_request_sign,CMS_add1_signer,0.8312651240644631
multi_split,PKCS7_dataDecode,0.8312627721915022
SRP_create_verifier,ec_group_new_from_data,0.831262321960923
get_crl_score,copy_email,0.8312616829309752
int_TS_RESP_verify_token,tls13_server_certificate_send,0.8312588675529469
RSA_generate_key,cbs_convert_indefinite,0.8312555159798427
s_client_main,http_alloc,0.8312542749520133
ca_main,set_keygen_ctx,0.8312536018157226
ec_main,ASN1_bn_print,0.8312516567465639
EC_KEY_check_key,ec_GFp_simple_is_on_curve,0.8312514959987272
load_serial,X509_print_ex,0.8312506186863224
srp_main,ASN1_item_sign_ctx,0.8312485063962574
dsa_do_verify,verify_command,0.8312483395110164
i2b_PVK,NETSCAPE_SPKI_print,0.8312479990207071
BF_cfb64_encrypt,RSA_padding_check_PKCS1_OAEP_mgf1,0.8312478870720923
save_serial,load_cert,0.8312470232201216
args_verify,cms_EncryptedContent_init_bio,0.8312462168422535
ASN1_bn_print,cms_RecipientInfo_kekri_decrypt,0.8312457417865544
X509_STORE_get1_certs,PKCS7_verify,0.83124510659267
ssl_bytes_to_cipher_list,certify_spkac,0.831244990707394
asn1_d2i_ex_primitive,RSA_generate_key,0.8312447869424947
s_client_main,tls_configure_ssl_verify,0.8312445874396044
ssl_prepare_clienthello_tlsext,rsautl_main,0.8312445749330086
do_ssl3_write,rsautl_main,0.8312444008414055
ASN1_item_sign_ctx,tls_connect_servername,0.8312426716059853
cert_status_cb,dsaparam_main,0.8312415863875273
cms_RecipientInfo_ktri_encrypt,set_keygen_ctx,0.8312413584478404
ssl3_send_client_verify,DES_xcbc_encrypt,0.8312385354830854
DES_cbc_encrypt,c2i_ASN1_INTEGER,0.8312383116000015
tls1_change_cipher_state,asn1_parse2,0.8312378027974935
BN_mod_exp_mont,tls_connect_servername,0.8312377430314343
ocsp_match_issuerid,crl_akid_check,0.8312364973755658
ssl3_cbc_digest_record,DES_xcbc_encrypt,0.8312359621977704
check_crl,ssl3_choose_cipher,0.8312358841116388
spkac_main,ts_main,0.8312350975459936
test_ecdh_curve,dsa_sign_setup,0.8312341130011014
rsa_item_verify,ssl3_get_client_kex_gost,0.8312337772500653
dsa_pub_decode,print_ocsp_summary,0.8312333710547626
ssl3_send_client_verify,DES_ede3_cbc_encrypt,0.8312333565099942
request_certificate,OBJ_obj2txt,0.8312324726657745
bind_aep,tls13_exporter,0.8312321928183979
make_REQ,ocsp_match_issuerid,0.8312288338542644
crl_set_issuers,dh_main,0.8312275426278658
prompt_info,ecdh_compute_key,0.8312239785513887
v3_generic_extension,gost2814789_set_asn1_params,0.8312197497262535
tls_decrypt_ticket,save_serial,0.8312196061418634
srp_main,asn1_check_tlen,0.8312188259113742
CMS_add1_signer,ssl3_send_server_hello,0.8312178587513617
dtls1_process_record,ssl_get_prev_session,0.8312176842637831
SSL_CTX_use_certificate_chain_file,X509_REQ_print_ex,0.8312174953147339
SSL_CTX_use_certificate_chain_file,PKCS12_parse,0.8312174043496194
rand_main,X509V3_extensions_print,0.8312171389633902
cms_RecipientInfo_kekri_decrypt,prime_main,0.8312165717053199
pkcs7_decrypt_rinfo,rsa_cms_decrypt,0.831215291999713
ec_wNAF_mul,tlsext_supportedgroups_server_parse,0.8312150497617374
multi_split,compute_wNAF,0.8312134683007628
test_ecdh_curve,BN_mod_mul_montgomery,0.8312121850202185
X509_STORE_get1_certs,NAME_CONSTRAINTS_check,0.8312120019273603
HMAC_Init_ex,BN_mod_exp_mont_internal,0.8312098680982593
PKCS7_SIGNER_INFO_sign,app_get_pass,0.8312088774548745
OCSP_basic_verify,PKCS12_create,0.8312087178553283
asn1_d2i_ex_primitive,tls12_record_layer_seal_record,0.8312087019768423
PKCS5_PBE_keyivgen,do_body,0.8312076738495209
hwcrhk_insert_card,gendh_main,0.8312063682644268
policy_cache_new,tlsext_sni_server_parse,0.8312052591682815
PKCS7_dataInit,set_keygen_ctx,0.8312036425976085
do_PVK_body,PEM_X509_INFO_write_bio,0.8312008640928339
ec_GF2m_montgomery_point_multiply,x509_main,0.8311994677116123
ubsec_dsa_verify,do_print_ex,0.8311993075208727
dtls1_send_server_key_exchange,asn1_d2i_ex_primitive,0.8311981551368607
PKCS7_dataDecode,a2i_ASN1_INTEGER,0.8311971353196137
password_callback,run_test,0.8311969719653036
DES_enc_write,CRYPTO_gcm128_encrypt_ctr32,0.8311956004459754
OCSP_request_sign,ssl3_send_newsession_ticket,0.8311952951632031
RSA_generate_key,PKCS12_key_gen_uni,0.831193764105058
ASN1_item_verify,tls12_record_layer_seal_record,0.8311900509737349
make_revocation_str,do_buf,0.8311875622899529
a2i_ASN1_STRING,ASN1_time_parse,0.8311864451239541
TS_RESP_check_request,ec_GF2m_simple_oct2point,0.8311856447433824
test_ecdh_curve,OCSP_request_verify,0.8311808802696781
PKCS7_dataDecode,do_EC_KEY_print,0.8311807952779497
PEM_SealInit,tls_decrypt_ticket,0.831178050676608
CMS_add1_signer,RSA_verify_PKCS1_PSS_mgf1,0.8311777424318256
verify_callback,ec_GFp_simple_oct2point,0.8311772457732256
rsa_builtin_keygen,ec_GF2m_simple_add,0.8311743489553921
RSA_padding_add_PKCS1_PSS_mgf1,OCSP_request_verify,0.8311734723399252
EVP_SealInit,BN_from_montgomery_word,0.8311723970641084
decode_gost_algor_params,ec_GF2m_simple_mul,0.8311662396181676
pub_decode_gost01,DES_enc_write,0.8311654842028016
PEM_ASN1_write_bio,BN_GF2m_mod_arr,0.8311646552292427
dtls1_send_certificate_request,a2i_ASN1_ENUMERATED,0.8311630381166883
RSA_generate_key,ssl3_get_cert_status,0.8311622471086625
do_generate,PKCS7_verify,0.8311612224467326
PKCS12_create,reply_command,0.8311604431245911
d2i_ASN1_bytes,prompt_info,0.8311587907774921
dhparam_main,do_EC_KEY_print,0.8311581613197518
X509_ATTRIBUTE_set1_data,ssl3_send_client_kex_rsa,0.831156729234042
i2b_PVK,tls1_change_cipher_state,0.83115656343885
asn1_d2i_read_bio,ssl3_send_newsession_ticket,0.831156090719128
HMAC_Init_ex,__b64_pton,0.8311557080659262
RAND_query_egd_bytes,ec_GF2m_simple_oct2point,0.8311541331768425
genrsa_main,tls13_server_certificate_verify_send,0.8311519160972676
genrsa_main,tls13_client_certificate_verify_send,0.8311519160972676
ssl3_send_server_key_exchange,s_client_main,0.8311514194594893
dsa_do_verify,ASN1_generate_v3,0.8311506180481476
EVP_DecryptFinal_ex,get_crl_sk,0.8311500032600052
make_REQ,cert_status_cb,0.831149700148043
asn1_template_print_ctx,tls_check_subject_altname,0.8311483694677285
dsa_builtin_paramgen,RSA_padding_add_PKCS1_PSS_mgf1,0.8311477406755041
ec_GFp_simple_group_set_curve,EC_POINTs_mul,0.8311456362692742
SSL_CTX_use_certificate_chain_file,ocsp_match_issuerid,0.831144355970566
DES_enc_read,BN_mod_exp_mont_internal,0.8311435780831083
pkey_GOST94cp_encrypt,tlsext_parse,0.8311431866191981
ssl23_client_hello,a2i_ASN1_STRING,0.8311426304891695
ec_GFp_simple_add,PKCS12_create,0.8311409284440189
dsa_do_verify,pkey_rsa_keygen,0.8311393116032655
get_client_master_key,rand_main,0.8311381417463535
CAST_cfb64_encrypt,RSA_padding_check_PKCS1_OAEP_mgf1,0.8311379015701696
crl2pkcs7_main,load_serial,0.8311337336218017
cms_SignerInfo_content_sign,asn1_ex_c2i,0.8311337269026506
ssl3_get_certificate_request,www_body,0.8311310199734063
ASN1_generate_v3,options_parse,0.831131008352892
asn1_ex_c2i,EVP_PBE_CipherInit,0.8311304312498422
srp_main,create_query,0.8311297827478644
x509_certify,do_PVK_body,0.8311297392188706
ssl3_client_hello,def_load_bio,0.8311274705429939
PKCS5_v2_PBKDF2_keyivgen,do_print_ex,0.8311268108492422
asn1_template_noexp_d2i,parse_bag,0.8311266643874262
certify_spkac,cms_SignerInfo_content_sign,0.8311258689779153
X509V3_extensions_print,dhparam_main,0.8311251387659067
copy_email,tls_ocsp_verify_response,0.831123783125864
hwcrhk_mod_exp,OCSP_basic_verify,0.8311236851647661
print_leak_doall_arg,RSA_padding_add_PKCS1_PSS_mgf1,0.8311222131893623
create_query,BN_is_prime_fasttest_ex,0.8311217227130641
X509_REQ_print_ex,errstr_main,0.8311216713598217
ssl_parse_serverhello_use_srtp_ext,RSA_eay_private_decrypt,0.8311206337536743
cert_status_cb,ECPKParameters_print,0.8311187540625979
prime_main,compute_wNAF,0.831115527487793
ec_GFp_simple_cmp,EC_KEY_check_key,0.8311151714155084
pub_decode_gost94,RSA_eay_public_decrypt,0.831114421454866
BN_mod_mul_montgomery,tls_decrypt_ticket,0.8311141646685494
sess_id_main,module_init,0.831113812083726
ssl3_send_client_key_exchange,asn1_d2i_ex_primitive,0.8311125052086445
ssl_bytes_to_cipher_list,pkcs7_decrypt_rinfo,0.8311120139955601
pkey_rsa_verifyrecover,by_mem_ctrl,0.8311051170191696
crl_set_issuers,X509_STORE_get1_crls,0.8311047202870381
ec_asn1_group2curve,TS_RESP_set_genTime_with_precision,0.831099643986365
PKCS5_PBE_keyivgen,aead_aes_gcm_open,0.831097968424571
a2i_ASN1_STRING,HMAC_Init_ex,0.8310962315340062
X509_STORE_CTX_get1_issuer,BN_mod_exp_mont_internal,0.8310953725025436
ASN1_TYPE_get_int_octetstring,EVP_SignFinal,0.8310935402195816
print_leak_doall_arg,a2i_ASN1_INTEGER,0.8310919212047254
priv_decode_gost,DES_enc_write,0.8310911396073066
print_gost_01,ec_GFp_simple_group_set_curve,0.8310903452573308
x509_certify,tls12_record_layer_open_record_protected_aead,0.8310881657764133
pkcs7_main,RSA_eay_private_decrypt,0.8310874977967491
ec_GF2m_montgomery_point_multiply,do_PVK_body,0.8310869631653388
pkey_GOST01cp_encrypt,ssl3_get_certificate_request,0.8310850844043167
ecdh_compute_key,X509_print_ex,0.831083286188076
asn1_template_noexp_d2i,asn1_str2type,0.8310825252918315
X509_STORE_CTX_get1_issuer,query_responder,0.8310803451299159
c2i_ASN1_INTEGER,http_head_parse,0.8310801329172778
BN_mod_exp_mont,ssl_create_cipher_list,0.8310791693732309
do_dsa_print,ssl3_get_server_kex_ecdhe,0.8310788937664901
DES_enc_write,BN_from_montgomery_word,0.8310779467702789
do_body,module_init,0.8310778911222234
tls_decrypt_ticket,certify_cert,0.8310773232369626
cms_RecipientInfo_ktri_encrypt,cms_EncryptedContent_init_bio,0.8310734106696848
ssl3_choose_cipher,args_verify,0.8310712878991432
ssl_bytes_to_cipher_list,rsa_cms_encrypt,0.8310702582239158
engine_main,BIO_get_accept_socket,0.8310677423890279
rsa_main,PEM_ASN1_write_bio,0.8310676568492521
int_rsa_verify,PKCS5_PBKDF2_HMAC,0.8310674255953696
ssl3_enc,TXT_DB_read,0.8310643240325737
asn1_check_tlen,TS_compute_imprint,0.8310633463938171
engine_main,PKCS5_v2_PBKDF2_keyivgen,0.8310632082064189
asn1_template_ex_d2i,PKCS1_MGF1,0.8310622668296146
print_stuff,rsautl_main,0.8310606913885099
TS_RESP_check_request,crl_main,0.8310593971495925
RSA_verify_PKCS1_PSS_mgf1,NETSCAPE_SPKI_print,0.8310560653610546
ec_GFp_simple_dbl,tls13_server_finished_send,0.8310552323437854
ec_GFp_simple_dbl,tls13_client_finished_send,0.8310552323437854
cert_status_cb,make_REQ,0.8310547531427142
i2d_RSA_NET,d2i_RSA_NET,0.8310541497515125
PKCS7_dataFinal,ocsp_match_issuerid,0.8310528066965249
PKCS12_key_gen_uni,gendh_main,0.8310521235067067
i2d_ASN1_SET,www_body,0.8310512641740841
ssl3_get_key_exchange,X509_REQ_print_ex,0.8310500474588112
ec_GFp_simple_cmp,ssl3_send_client_verify_gost,0.8310490590353607
pkcs8_main,auto_info,0.8310486924822547
ocsp_match_issuerid,make_REQ,0.8310460868975375
pub_decode_gost94,ecdh_cms_encrypt,0.8310444662664315
OCSP_basic_verify,socks_connect,0.8310439779520039
ssl3_get_key_exchange,crl_main,0.8310420949251357
ca_main,v2i_AUTHORITY_INFO_ACCESS,0.8310420447598514
dsa_builtin_paramgen,TS_compute_imprint,0.8310412362117977
PKCS12_gen_mac,x509_constraints_extract_names,0.831041036845211
asn1_primitive_print,ssl3_send_client_kex_rsa,0.831039954821791
smime_main,www_body,0.8310391099343408
dtls1_retransmit_message,ssl3_get_server_hello,0.831038911804642
ssl3_get_record,x509_name_ex_d2i,0.8310372278154401
s_time_main,tls_client_read_session,0.831035838601754
ASN1_item_ex_i2d,x509_object_idx_cnt,0.8310319828387929
tls_decrypt_ticket,ec_GFp_simple_oct2point,0.8310313186752485
genpkey_main,create_query,0.8310308921445229
srp_main,int_engine_configure,0.8310308389043741
pkeyutl_main,SXNET_add_id_INTEGER,0.831030520539622
ssl3_send_client_certificate,ec_GFp_simple_oct2point,0.8310304246615869
pkcs7_encode_rinfo,X509_print_ex,0.8310302139071952
asn1_template_ex_d2i,ssl3_send_server_key_exchange,0.8310298391034193
hwcrhk_insert_card,x509_name_canon,0.8310296892125915
int_engine_configure,PKCS7_signatureVerify,0.8310283446071551
X509_STORE_get1_certs,ocsp_match_issuerid,0.8310282043879569
ssl3_get_record,ca_main,0.8310275039566883
pkey_rsa_keygen,EVP_SignFinal,0.8310270150069089
copy_email,ASN1_item_verify,0.8310265381154318
PKCS7_dataInit,create_query,0.8310237363123968
smime_main,do_EC_KEY_print,0.8310235392719646
request_certificate,asn1_d2i_ex_primitive,0.8310224915388109
dtls1_get_record,asn1_d2i_ex_primitive,0.8310216024416914
dtls1_do_write,ssl3_get_server_hello,0.8310198026776576
X509_ocspid_print,do_generate,0.8310188892480591
c2i_ASN1_INTEGER,BF_cfb64_encrypt,0.8310185833382291
cms_RecipientInfo_pwri_crypt,i2b_PVK,0.8310126434794428
dtls1_read_bytes,SSL_free,0.8310117086479164
hwcrhk_get_pass,prime_main,0.83100992871306
ssl_add_clienthello_tlsext,do_passwd,0.8310096133998202
x509_name_encode,tls13_exporter,0.8310080469996919
ASN1_generate_v3,HMAC_Init_ex,0.831006707900511
asn1_ex_c2i,cms_RecipientInfo_pwri_crypt,0.8310058491618395
DES_enc_write,CRYPTO_gcm128_decrypt_ctr32,0.8310039758219706
PKCS12_gen_mac,TS_RESP_sign,0.8310035825918354
ec_GF2m_simple_set_compressed_coordinates,tls12_record_layer_seal_record,0.8310011359757714
BN_GF2m_mod_inv,asn1_template_ex_d2i,0.8310001381258756
ec_GF2m_montgomery_point_multiply,ecparam_main,0.8310000832553682
EVP_SignFinal,rsa_pkey_ctrl,0.8309999212724665
BN_mod_exp_mont_word,ssl3_send_certificate_request,0.8309998159515302
engine_main,passwd_main,0.8309973330231093
x509_name_encode,i2d_RSA_NET,0.8309960492151286
ssl3_digest_cached_records,tls13_use_legacy_stack,0.8309957169850014
X509_STORE_get1_certs,OCSP_request_sign,0.8309937729421658
asn1_check_tlen,ssl_create_cipher_list,0.8309889534708828
crl2pkcs7_main,receipt_request_print,0.8309863557432777
cms_Receipt_verify,asn1_parse2,0.830985724555219
doit_biopair,ec_GF2m_montgomery_point_multiply,0.8309850530945522
do_ssl3_write,ssl_verify_cert_chain,0.8309839354107436
certify,asn1_template_noexp_d2i,0.8309835785739126
ECPKParameters_print,dsa_sign_setup,0.8309835565429283
ca_main,i2d_RSA_NET,0.8309829720379114
CMS_verify,ssl_convert_sslv2_client_hello,0.830980469633334
unpack_revinfo,PKCS7_SIGNER_INFO_sign,0.8309797203918521
ASN1_bn_print,ASN1_mbstring_ncopy,0.8309786899944914
ec_GFp_simple_cmp,PKCS12_key_gen_uni,0.830978465753514
ssl_add_clienthello_use_srtp_ext,PEM_SealInit,0.8309780682126026
do_dh_print,errstr_main,0.8309771435034443
do_passwd,do_EC_KEY_print,0.8309771214146402
dsaparam_main,verify_cookie_callback,0.830976891068961
make_REQ,gendsa_main,0.8309766538921695
main,cert_status_cb,0.8309743738767974
do_dh_print,SSL_SESSION_encode,0.8309715516455107
b64_write,BN_mod_exp_recp,0.8309714542011368
RSA_padding_add_PKCS1_PSS_mgf1,DES_ede3_cbc_encrypt,0.8309709814594274
asn1_template_ex_d2i,prime_main,0.8309708074593658
ssl3_get_server_hello,main,0.8309687656773888
ssl3_get_cert_verify,crl_akid_check,0.830968471600628
ssl_prepare_clienthello_tlsext,rand_main,0.8309683353810395
def_load_bio,passwd_main,0.8309677917655214
hwcrhk_ctrl,make_REQ,0.8309673112138963
SSL_new,dtls1_read_bytes,0.8309656915755766
do_fp,SSL_get_shared_ciphers,0.8309632229496497
i2d_RSA_NET,genrsa_main,0.8309602265119582
do_revoke,save_serial,0.8309596693564534
TS_RESP_create_tst_info,EVP_PBE_CipherInit,0.8309594950806818
EVP_SealInit,BIO_get_accept_socket,0.8309594749422278
BN_div,BN_mod_exp2_mont,0.8309589792942835
BN_GF2m_mod_inv,rand_main,0.8309583720097381
ssl3_send_client_key_exchange,long_i2c,0.8309580915394997
WHIRLPOOL_BitUpdate,dsaparam_main,0.8309577935394015
load_cert,crl_main,0.830956941302038
c2i_ASN1_INTEGER,CAST_cfb64_encrypt,0.8309561562007685
n_do_ssl_write,ssl3_get_message,0.83095516910739
EVP_VerifyFinal,crl_set_issuers,0.8309546802772152
asn1_template_noexp_d2i,cms_RecipientInfo_pwri_crypt,0.8309517405184816
tls1_mac,dtls1_get_record,0.8309514265305098
a2d_ASN1_OBJECT,ASN1_time_parse,0.8309512432201767
util_verbose,print_stuff,0.830951088867391
X509_REQ_print_ex,pkey_gost01_sign,0.8309491741750983
DES_ede3_cbc_encrypt,CRYPTO_ctr128_encrypt_ctr32,0.8309487779076918
ec_GFp_simple_is_on_curve,ssl3_send_client_verify_sigalgs,0.8309483430912863
hwcrhk_insert_card,tlsext_ocsp_server_parse,0.8309478587133925
x509_main,internal_verify,0.8309448163685642
PEM_SealInit,do_PVK_body,0.8309422097203716
do_pk8pkey,pkey_rsa_sign,0.8309410501598834
create_query,X509V3_extensions_print,0.830939613883535
BN_mod_exp_recp,x509_name_canon,0.8309390591060863
aes_ccm_cipher,do_body,0.8309383547434456
doit_biopair,md_ctrl,0.8309366220588725
DES_quad_cksum,get_cert_by_subject,0.8309322094263337
ssl3_choose_cipher,tlsext_srtp_server_parse,0.83093147128856
asn1_d2i_ex_primitive,gendsa_main,0.830930785270729
asn1_ex_i2c,parse_bag,0.8309281264321053
PKCS7_dataInit,asn1_parse2,0.8309269390747431
asn1_template_print_ctx,run_test,0.8309267548627378
dgram_read,x509_name_canon,0.8309265378542232
pub_encode_gost01,CRYPTO_gcm128_encrypt_ctr32,0.8309249351661119
priv_decode_gost,crl_main,0.8309242990184715
cms_RecipientInfo_kekri_decrypt,x509_name_encode,0.8309227297171864
dgram_read,pub_decode_gost01,0.8309220818198468
do_cmd,a2i_ASN1_INTEGER,0.830922054896102
def_load_bio,rsautl_main,0.8309219936421147
BN_mul,int_dup_ex_data,0.8309193858572848
do_print_ex,remote_connect,0.830919199884343
genrsa_main,ec_GF2m_montgomery_point_multiply,0.8309170893803542
hwcrhk_get_pass,asn1_primitive_print,0.8309156621384668
pkey_rsa_sign,BIO_dump_indent_cb,0.8309135290943213
OCSP_basic_verify,do_cmd,0.8309127465385235
load_key,do_fp,0.8309102716239505
add_attribute_object,ocsp_match_issuerid,0.8309097739340006
i2b_PVK,pkey_rsa_verify,0.8309075178168055
md_ctrl,ec_GF2m_simple_point2oct,0.8309074357969015
do_dh_print,X509_REQ_print_ex,0.8309065694688134
i2d_ASN1_SET,pkeyutl_main,0.830904508817089
ASN1_mbstring_ncopy,PKCS5_pbkdf2_set,0.8309032515903414
policy_cache_new,dh_pub_decode,0.8309029401420691
www_body,http_alloc,0.8309006705247874
EVP_SignFinal,pub_decode_gost01,0.8309003626104791
srp_main,BN_bn2dec,0.8308996688424004
dtls1_process_record,BN_dec2bn,0.8308967647135278
X509_NAME_oneline,certify_spkac,0.8308967639129783
d2i_ASN1_SET,__b64_pton,0.8308965895820847
do_generate,ecparam_main,0.8308963471230981
SSL_free,SSL_new,0.8308961848863368
ecdsa_do_sign,ca_main,0.8308932667161204
ubsec_dsa_do_sign,ec_GF2m_simple_is_on_curve,0.830893059137979
ssl3_client_hello,__b64_pton,0.830891137321163
rsa_main,passwd_main,0.8308908605016146
ECPKParameters_print,add_attribute_object,0.8308890167068241
do_fp,cms_RecipientInfo_kekri_decrypt,0.8308882163964101
ssl_bytes_to_cipher_list,a2i_ASN1_ENUMERATED,0.830883135616552
ssl3_send_client_key_exchange,DES_cbc_encrypt,0.8308831157543488
smime_main,asn1_parse2,0.8308818089582242
dtls1_reassemble_fragment,tls13_legacy_write_bytes,0.8308802173304062
test_sqrt,BN_mod_exp2_mont,0.8308800281929611
ecdsa_sign_setup,PKCS7_signatureVerify,0.8308786545154849
ssl3_send_client_certificate,tree_init,0.8308778295193879
int_TS_RESP_verify_token,TS_RESP_sign,0.8308770415302842
TS_RESP_sign,int_TS_RESP_verify_token,0.8308770415302842
int_rsa_verify,ECPKParameters_print,0.8308765989478992
decode_gost_algor_params,EVP_DigestSignFinal,0.8308748605183629
ssl3_get_server_certificate,ssl3_read_bytes,0.8308740043741951
int_TS_RESP_verify_token,tls12_record_layer_open_record_protected_aead,0.8308725946401726
cms_main,do_dh_print,0.8308717632586864
tls1_cbc_remove_padding,BN_mod_exp_mont_internal,0.8308692608385636
PEM_X509_INFO_read_bio,TS_CONF_load_certs,0.830867784498706
do_name_ex,readpassphrase,0.8308674005625913
certify,a2i_ASN1_ENUMERATED,0.8308661414678179
asn1_template_noexp_d2i,tls12_record_layer_seal_record,0.8308650705770726
tls1_cbc_remove_padding,BN_GF2m_mod_inv,0.8308621017953715
doit,MOD_EXP_CTIME_COPY_FROM_PREBUF,0.8308592173078102
hwcrhk_get_pass,X509_REQ_print_ex,0.8308583429687787
CRYPTO_ctr128_encrypt_ctr32,do_fp,0.8308583381229282
RSA_eay_public_decrypt,x509_main,0.8308579321522178
tree_link_unmatched,CMS_add1_signer,0.8308578710619909
a2d_ASN1_OBJECT,ec_group_new_from_data,0.8308568243869181
certify_spkac,PKCS7_SIGNER_INFO_sign,0.8308563110706433
SSL_CTX_use_certificate_chain_file,prompt_info,0.8308559492797154
RSA_verify_PKCS1_PSS_mgf1,aes_ccm_cipher,0.8308555593274928
get_client_master_key,RSA_padding_check_PKCS1_OAEP_mgf1,0.8308539702847921
X509_print_ex,ssl3_send_client_verify_gost,0.8308533301665029
RSA_generate_key,asn1_d2i_ex_primitive,0.830851634517948
BN_mod_exp_mont_word,BN_mod_exp2_mont,0.8308508185173129
asn1_template_print_ctx,asn1_item_ex_combine_new,0.8308504694475468
int_dup_ex_data,long_i2c,0.8308493737782447
bind_sureware,pkey_rsa_print,0.8308477692941627
dhparam_main,parse_bag,0.8308473310193938
sv_body,socks_connect,0.8308444668905444
des_cfb1_cipher,tls13_record_layer_seal_record_protected,0.8308444429721807
ec_GFp_simple_add,tls12_record_layer_seal_record,0.8308417714833657
ssl2_enc_init,ssl3_read_n,0.8308416006743724
