openssl_101f,libressl_3,sim_value
ssl3_send_certificate_request,X509_NAME_oneline,0.8787372912084719
PEM_X509_INFO_write_bio,ASN1_bn_print,0.8787368509484228
BN_is_prime_fasttest_ex,RSA_eay_public_encrypt,0.8787359960275405
PKCS7_dataVerify,TS_RESP_verify_signature,0.8787313713333988
asn1_parse2,s_client_main,0.8787218230763247
tls_decrypt_ticket,BIO_get_accept_socket,0.8787102033857253
PEM_SealInit,DES_quad_cksum,0.8787068399276601
enc_main,PKCS7_dataInit,0.8787000007255588
ec_GF2m_simple_add,do_EC_KEY_print,0.8786991311353531
RSA_eay_public_encrypt,EVP_SignFinal,0.8786977342827499
asn1_template_ex_d2i,EVP_DigestSignFinal,0.8786967829766963
OBJ_obj2txt,BN_GF2m_mod_mul_arr,0.8786916122365265
ec_wNAF_precompute_mult,ecdh_compute_key,0.8786895132310178
SSL_SESSION_print,ASN1_bn_print,0.8786891218764725
ssl3_enc,asn1_check_tlen,0.8786889834443117
EVP_DecryptFinal_ex,pub_encode_gost01,0.8786857753554773
do_fp,unpack_revinfo,0.8786855797160841
ASN1_item_verify,RSA_eay_public_encrypt,0.8786822722035028
pkey_GOST01cp_encrypt,ssl3_send_client_verify_rsa,0.8786767207173487
EVP_SealInit,cms_RecipientInfo_kekri_decrypt,0.8786760663576259
get_client_hello,ssl3_get_record,0.8786754966852828
asn1_template_noexp_d2i,a2i_ASN1_ENUMERATED,0.8786717821922181
dsa_do_verify,OCSP_basic_verify,0.8786704706493171
dsa_builtin_paramgen,PKCS7_signatureVerify,0.8786681318839215
ssl3_get_client_key_exchange,rand_main,0.8786671093365506
www_body,do_passwd,0.8786660947608127
EVP_VerifyFinal,ssl3_get_client_kex_gost,0.8786611280491288
TS_RESP_set_genTime_with_precision,make_revocation_str,0.8786592332344879
app_verify_callback,tls_connect_servername,0.8786581377822085
bnrand,do_buf,0.8786542610153707
surewarehk_dsa_do_sign,BN_mul,0.8786532381532184
a2d_ASN1_OBJECT,do_generate,0.8786495502441382
gendh_main,CMS_verify,0.878646375248227
enc_main,do_revoke,0.8786448388306737
SSL_get_shared_ciphers,parse_name,0.8786407777114309
engine_main,req_main,0.8786366184163507
X509_NAME_oneline,x509_name_ex_d2i,0.8786354438341942
PKCS12_PBE_keyivgen,do_name_ex,0.878632911872399
BN_is_prime_fasttest_ex,do_EC_KEY_print,0.8786326623238714
ASN1_mbstring_ncopy,asn1_check_tlen,0.8786323733845006
cb,pkey_rsa_verifyrecover,0.8786282912912531
create_query,gendh_main,0.8786274111306742
BIO_get_accept_socket,do_fp,0.878626637182882
ec_GFp_simple_oct2point,RSA_verify_PKCS1_PSS_mgf1,0.8786258160147753
RSA_padding_add_PKCS1_PSS_mgf1,PEM_read_bio,0.8786232261108412
crl_main,BN_mod_exp2_mont,0.8786196467603917
tls_decrypt_ticket,rsautl_main,0.8786187793198361
hwcrhk_rsa_mod_exp,dhparam_main,0.8786175295490897
BN_mod_mul_montgomery,dsa_builtin_paramgen,0.8786165666554451
a2d_ASN1_OBJECT,asn1_template_print_ctx,0.8786157970256009
level_add_node,tree_calculate_user_set,0.8786121756286167
CMS_decrypt_set1_pkey,rsa_cms_encrypt,0.8786084337577766
dh_main,BN_dec2bn,0.8786047401295429
TS_compute_imprint,CMS_decrypt_set1_pkey,0.8786042557791105
do_PVK_body,a2d_ASN1_OBJECT,0.8786017644068262
doit,BN_hex2bn,0.8786011973017955
ASN1_sign,do_body,0.8785991037831732
dgst_main,ASN1_item_sign_ctx,0.8785986698252044
pkey_rsa_sign,BN_mod_exp_recp,0.8785972199939707
asn1_ex_c2i,tls_ocsp_verify_response,0.8785905139655916
genpkey_main,CMS_verify,0.8785905121207294
dgst_main,CMS_SignerInfo_verify,0.8785904008974701
OCSP_basic_sign,x509_certify,0.8785838460548288
ec_asn1_group2parameters,ec_asn1_group2curve,0.8785780788217171
client_master_key,a2i_ASN1_STRING,0.8785760396001505
int_dup_ex_data,PEM_SealInit,0.8785736046578383
a2i_ASN1_STRING,asn1_template_ex_d2i,0.8785733656358623
passwd_main,ASN1_item_sign_ctx,0.8785690564816138
dtls1_send_finished,dtls1_do_write,0.8785643950241921
hwcrhk_mod_exp,dhparam_main,0.8785630297555154
do_name_ex,X509_STORE_get_by_subject,0.8785578601520787
X509_STORE_get_by_subject,do_name_ex,0.8785578601520787
ASN1_generate_v3,prompt_info,0.8785527261818499
ssl3_get_message,SSL_free,0.8785508261139894
ssl3_change_cipher_state,RSA_padding_check_PKCS1_OAEP_mgf1,0.8785448337997872
PEM_do_header,DES_quad_cksum,0.878544552195105
create_query,int_rsa_verify,0.8785442487373296
asn1_parse2,dsa_pub_decode,0.8785402755693295
init_ssl_connection,app_get_pass,0.87853929111121
v2i_POLICY_MAPPINGS,r2i_pci,0.8785371784641713
gost2001_do_verify,ec_GFp_simple_point_get_affine_coordinates,0.878536350177595
ec_GF2m_montgomery_point_multiply,do_dh_print,0.878532327412846
crl_main,EVP_SignFinal,0.8785279350236055
doit_biopair,ec_GF2m_simple_oct2point,0.8785251916542667
dtls1_enc,BN_dec2bn,0.8785226102531128
ssl3_get_client_key_exchange,PEM_SealInit,0.8785076400395042
EVP_PBE_CipherInit,tls12_record_layer_seal_record,0.8785028715022131
a2i_ASN1_STRING,DES_quad_cksum,0.8785011102565081
ECPKParameters_print,prime_main,0.8784985147972832
dsa_do_sign,ec_GF2m_simple_oct2point,0.8784954710630999
x509_certify,ssl3_send_client_verify_sigalgs,0.8784915370394977
ssl3_get_message,dtls1_dispatch_alert,0.8784914296734005
do_dsa_print,ec_GF2m_montgomery_point_multiply,0.8784825735398549
certify_spkac,chopup_args,0.8784819418394582
parse_name,__b64_pton,0.8784789218928504
receipt_request_print,s_client_main,0.8784780227814811
ec_GFp_simple_point2oct,tls13_record_layer_seal_record_protected,0.8784778611746883
passwd_main,certify_spkac,0.8784737205827615
get_crl_score,load_pkcs12,0.8784737020322396
d2i_ASN1_UINTEGER,tls_load_file,0.8784729942813634
int_TS_RESP_verify_token,ssl3_send_server_hello,0.8784637669173987
d2i_ASN1_SET,asn1_d2i_ex_primitive,0.8784614904824378
d2i_SSL_SESSION,asn1_parse2,0.8784587297159812
NAME_CONSTRAINTS_check,BN_GF2m_mod_arr,0.8784559458748287
PKCS12_PBE_keyivgen,asn1_template_ex_i2d,0.878455228890558
PKCS7_dataFinal,x509_main,0.878448759985192
ssl2_read_internal,ssl3_write_pending,0.878444975505983
asn1_parse2,X509_print_ex,0.8784433125634838
x509_name_encode,asn1_template_noexp_d2i,0.8784386619987786
do_dsa_print,ec_GF2m_simple_oct2point,0.8784386004910589
OCSP_request_verify,CMS_SignerInfo_verify,0.8784312941390898
RSA_sign,cms_RecipientInfo_kekri_encrypt,0.8784300356151487
req_main,check,0.8784238606196596
gendsa_main,passwd_main,0.8784234863086899
RAND_query_egd_bytes,BN_mul,0.8784227854842384
do_body,passwd_main,0.8784187978016433
do_cmd,x509_main,0.8784170895203751
ssl3_get_server_hello,ssl_get_new_session,0.8784127827082013
PEM_SealFinal,PEM_SealInit,0.8784087215040697
PEM_X509_INFO_read_bio,X509_load_cert_crl_file,0.8784075721517284
x509_name_ex_d2i,do_x509_check,0.8784007560561603
ASN1_get_object,pkcs7_decrypt_rinfo,0.8784003899379547
ASN1_item_ex_i2d,asn1_ex_c2i,0.8783961759063117
tls1_enc,BN_GF2m_mod_arr,0.8783938551537182
dtls1_enc,do_x509_check,0.8783921977037856
EVP_VerifyFinal,a2i_ASN1_STRING,0.8783911105645457
pkey_rsa_verify,ASN1_item_sign_ctx,0.8783909671548118
tls1_setup_key_block,ssl3_get_message,0.8783908084238576
tree_init,main,0.8783856165140755
ssl2_connect,ssl_verify_cert_chain,0.878383870684321
DES_quad_cksum,ASN1_mbstring_ncopy,0.878381915706141
CRYPTO_gcm128_encrypt_ctr32,CRYPTO_ctr128_encrypt_ctr32,0.8783779012592756
EVP_DecryptFinal_ex,int_dup_ex_data,0.8783729508986863
ASN1_TYPE_get_int_octetstring,X509_NAME_oneline,0.8783680200168071
ssl23_connect,dtls1_dispatch_alert,0.8783606206262871
DES_enc_write,TXT_DB_read,0.8783605746219041
ASN1_verify,do_body,0.878352647732846
asn1_ex_i2c,prompt_info,0.878352067127655
RAND_load_file,BN_GF2m_mod_mul_arr,0.8783518000763939
cb,asn1_template_noexp_d2i,0.8783483779433783
ec_GF2m_simple_oct2point,int_rsa_verify,0.8783476158941239
get_cert_by_subject,compute_wNAF,0.8783434434423987
certify,pkey_gost01_verify,0.8783434094530969
compute_key,ec_GFp_simple_set_compressed_coordinates,0.8783383593614412
DES_set_key_unchecked,MOD_EXP_CTIME_COPY_FROM_PREBUF,0.8783323358349138
RSA_eay_public_encrypt,i2b_PVK,0.8783311062717687
app_get_pass,do_revoke,0.8783283380659033
pub_encode_gost01,DES_ofb_encrypt,0.8783270372154861
ec_GFp_simple_add,compute_key,0.878326527229759
rand_main,asn1_item_print_ctx,0.8783221133644501
EVP_VerifyFinal,RSA_padding_check_PKCS1_OAEP_mgf1,0.8783166662546023
ASN1_item_sign_ctx,cms_SignerInfo_content_sign,0.8783040578053323
ASN1_item_ex_i2d,asn1_ex_i2c,0.8782970230500964
asn1_template_ex_i2d,x509_name_ex_d2i,0.8782931026168594
PKCS5_PBKDF2_HMAC,PEM_ASN1_write_bio,0.8782928725834731
do_dsa_print,gendsa_main,0.8782912076498253
PKCS7_dataInit,x509_main,0.8782885175405604
NAME_CONSTRAINTS_check,BN_bin2bn,0.878286041843636
BN_mod_exp_recp,tree_init,0.8782840095845138
hwcrhk_rsa_mod_exp,do_name_ex,0.878283877373883
ca_main,PKCS7_dataFinal,0.8782825125418895
PKCS7_signatureVerify,ssl3_send_server_hello,0.8782817222798565
cb,asn1_template_ex_d2i,0.8782799438016962
ec_asn1_group2curve,d2i_ASN1_UINTEGER,0.8782704579318763
ssl3_get_client_hello,ssl3_accept,0.8782699508609633
BN_mod_exp2_mont,asn1_item_print_ctx,0.8782698009785073
hwcrhk_insert_card,ecdh_cms_encrypt,0.8782692241162986
int_TS_RESP_verify_token,SSL_SESSION_encode,0.8782674918755363
pub_decode_gost94,asn1_ex_c2i,0.8782613348209463
ssl_set_cert_masks,CMS_decrypt_set1_pkey,0.8782604134503188
PEM_do_header,CMS_decrypt_set1_pkey,0.8782579517074556
OCSP_basic_verify,EVP_DigestSignFinal,0.878254404510727
DES_quad_cksum,BN_dec2bn,0.8782540738035138
asn1_template_ex_d2i,socks_connect,0.8782526657185841
do_PVK_body,do_body,0.8782515388544824
util_verbose,BN_mod_exp_recp,0.8782513494982287
pkey_GOST01cp_encrypt,sign,0.8782498084844647
ASN1_generate_v3,int_dup_ex_data,0.8782475685387854
ocsp_match_issuerid,dgst_main,0.8782468151124916
pub_encode_gost01,DES_quad_cksum,0.8782433266962903
spkac_main,prime_main,0.8782358316384653
ASN1_item_ex_d2i,asn1_parse2,0.8782353371880887
ec_GFp_simple_dbl,dsa_do_sign,0.8782346537383869
pkcs7_main,query_responder,0.8782330729384487
enc_main,tls_decrypt_ticket,0.8782322187877547
PEM_do_header,X509_STORE_get_by_subject,0.8782300615503945
gost2001_do_sign,ec_GFp_simple_set_compressed_coordinates,0.8782291338194343
BN_GF2m_mod_arr,BN_mul,0.8782285527578955
EVP_SignFinal,pkey_gost01_sign,0.8782256868652201
ASN1_generate_v3,EVP_SignFinal,0.8782255955341913
password_callback,RSA_padding_check_PKCS1_OAEP_mgf1,0.878221413289359
sv_body,compute_wNAF,0.8782206902355246
BN_mod_exp_mont,ec_GFp_simple_set_compressed_coordinates,0.8782158828446922
a2d_ASN1_OBJECT,get_cert_by_subject,0.8782142451029834
ssl3_read_n,asn1_template_noexp_d2i,0.8782087577542763
PKCS7_verify,ASN1_item_verify,0.8781983352905751
compute_wNAF,load_pkcs12,0.8781950954626239
dtls1_get_message_fragment,cbs_get_any_asn1_element_internal,0.8781890272800312
do_cmd,cms_main,0.8781815732833509
EVP_SignFinal,ASN1_mbstring_ncopy,0.8781745595828654
dsaparam_main,make_REQ,0.8781739747113113
cms_SignerInfo_content_sign,PKCS12_gen_mac,0.8781697267705801
doit_biopair,asn1parse_main,0.8781694837039602
PKCS12_key_gen_uni,BN_mod_exp_mont_internal,0.8781668279110798
unpack_revinfo,ts_main,0.8781639261120755
hwcrhk_rsa_mod_exp,ASN1_mbstring_ncopy,0.8781547182102554
hwcrhk_rsa_mod_exp,a2i_ASN1_ENUMERATED,0.8781537715539369
asn1_check_tlen,load_pkcs12,0.8781454544213244
tls1_process_heartbeat,DES_ofb_encrypt,0.8781446685393983
fmtint,PEM_read_bio,0.878142784334567
ssl_add_serverhello_tlsext,tls1_change_cipher_state,0.8781427528610626
asn1_template_noexp_d2i,i2b_PVK,0.8781412293654062
OCSP_basic_verify,ssl3_get_client_kex_gost,0.8781366442327019
cms_Receipt_verify,CMS_SignerInfo_verify_content,0.8781286779911925
tls_decrypt_ticket,asn1_template_ex_i2d,0.8781286495703996
ASN1_item_verify,cms_RecipientInfo_kekri_decrypt,0.8781260905649743
ssl23_connect,SSL_free,0.8781204378898475
do_body,save_serial,0.8781175800990895
ASN1_bn_print,pkcs7_decrypt_rinfo,0.8781171625904034
ssl3_get_client_key_exchange,cms_RecipientInfo_kekri_decrypt,0.8781135982693569
CRYPTO_xts128_encrypt,asn1_d2i_read_bio,0.8781108429921876
save_serial,x509_main,0.8781074036045987
ssl3_get_client_certificate,ssl3_get_server_certificate,0.8781030898223289
compute_wNAF,ASN1_item_ex_i2d,0.8780951896640566
make_REQ,certify_spkac,0.8780916017870775
rsautl_main,RSA_padding_add_PKCS1_OAEP_mgf1,0.8780876613926583
req_main,x509_constraints_parse_mailbox,0.8780858205983084
RAND_query_egd_bytes,pub_decode_gost01,0.8780815845624217
DES_enc_write,EVP_SignFinal,0.8780807306814351
ASN1_TYPE_get_int_octetstring,x509_constraints_extract_names,0.8780789379666691
ca_main,ssl3_send_client_verify_rsa,0.8780768280559795
EVP_DecryptFinal_ex,PEM_read_bio,0.8780758873327629
dtls1_get_record,dtls1_get_message,0.878069237023103
fmtint,x509_name_ex_d2i,0.8780666137643547
asn1_primitive_print,asn1_template_print_ctx,0.8780626367982988
ecparam_main,ec_GF2m_simple_oct2point,0.8780586543439447
PKCS12_PBE_keyivgen,asn1_template_ex_d2i,0.8780581199150059
s_client_main,enc_main,0.878057112754679
cms_SignerInfo_content_sign,ec_GF2m_simple_oct2point,0.8780567089028722
rsautl_main,do_updatedb,0.8780566623212338
doit,x509_main,0.8780502988208341
dgst_main,cms_RecipientInfo_kekri_decrypt,0.8780500065172532
x509_main,dh_main,0.8780420131970652
ts_main,ssl3_get_client_kex_rsa,0.878036211558982
pkey_GOST01cp_encrypt,ASN1_item_verify,0.8780344211728052
EVP_DecryptFinal_ex,pkey_rsa_sign,0.8780341402616658
RSA_eay_public_encrypt,RSA_padding_add_PKCS1_PSS_mgf1,0.8780330445696474
a2i_ASN1_STRING,BN_GF2m_mod_arr,0.8780321378093987
make_REQ,i2b_PVK,0.8780288583305342
TS_compute_imprint,rsa_cms_encrypt,0.8780226911650543
PEM_ASN1_write_bio,RSA_eay_private_encrypt,0.8780201468037524
SSL_free,ssl3_accept,0.8780149533368045
make_revocation_str,__b64_pton,0.8780125517317701
check_crl,tree_init,0.8780123483144526
asn1_d2i_ex_primitive,rsa_cms_encrypt,0.8780043073580808
PKCS12_PBE_keyivgen,RSA_eay_public_decrypt,0.8780027426195214
tls1_mac,main,0.8780016821132555
ec_group_new_from_data,gost2001_do_sign,0.878000861502607
ssleay_rand_bytes,ASN1_item_verify,0.8779977627508486
RAND_poll,pub_encode_gost01,0.8779954255866881
ASN1_verify,main,0.8779887227571651
pkey_GOST01cp_encrypt,EVP_PBE_CipherInit,0.877986418469825
RSA_eay_private_decrypt,dsa_do_verify,0.8779863284766025
CRYPTO_ctr128_encrypt_ctr32,asn1_d2i_ex_primitive,0.8779860818053401
BN_mul,BN_GF2m_mod_arr,0.8779853670831853
DES_cfb_encrypt,asn1_check_tlen,0.8779851424970498
get_cert_by_subject,a2d_ASN1_OBJECT,0.8779824673910067
PKCS7_dataFinal,pkcs7_copy_existing_digest,0.8779822740369113
get_crl_score,PKCS7_signatureVerify,0.8779813535057182
asn1_parse2,d2i_ASN1_UINTEGER,0.8779772638861356
doit_biopair,main,0.8779768057067581
a2d_ASN1_OBJECT,ssl3_send_client_kex_rsa,0.8779758347943967
ASN1_item_sign_ctx,asn1_template_ex_d2i,0.8779752314425961
ec_GF2m_simple_oct2point,tls_decrypt_ticket,0.8779646884558373
pub_encode_gost94,long_i2c,0.8779621827410746
pkcs7_encode_rinfo,ca_main,0.877951928143704
pkcs12_main,int_engine_configure,0.8779518771551755
tls1_final_finish_mac,tls_decrypt_ticket,0.8779499688201945
PEM_ASN1_write_bio,TXT_DB_read,0.8779494868192146
ECPKParameters_print,PKCS12_create,0.8779445128737132
d2i_ASN1_type_bytes,process_pci_value,0.8779437521917426
asn1_ex_i2c,ASN1_item_verify,0.8779388904927372
sess_id_main,RSA_eay_private_decrypt,0.8779387220217614
main,RSA_eay_private_decrypt,0.8779350625387603
pkey_GOST01cp_encrypt,PKCS12_key_gen_uni,0.8779313439932522
dhparam_main,do_buf,0.8779279573906349
util_verbose,passwd_main,0.8779275371981432
i2b_PVK,ASN1_item_sign_ctx,0.8779265319187951
do_buf,cms_RecipientInfo_kekri_decrypt,0.8779259129375567
crl_main,ocsp_match_issuerid,0.8779258395376708
cms_RecipientInfo_kekri_decrypt,rand_main,0.8779254144947972
X509_ocspid_print,x509_main,0.8779238728656102
ECPKParameters_print,ec_GFp_simple_set_compressed_coordinates,0.8779147086334611
dsaparam_main,i2b_PVK,0.8779129459840966
RSA_padding_add_PKCS1_PSS_mgf1,RSA_eay_public_encrypt,0.8779129114713813
dgram_read,x509_object_idx_cnt,0.8779100593979536
ocsp_main,do_fp,0.8779059932301905
PEM_ASN1_write_bio,cms_RecipientInfo_kekri_encrypt,0.8779000978443448
ec_asn1_group2curve,tls13_client_finished_recv,0.8778989407684852
OCSP_request_verify,RSA_eay_public_decrypt,0.8778976554390454
compute_wNAF,pkey_rsa_sign,0.8778946779159744
atalla_mod_exp,BN_mod_inverse_internal,0.8778912377801825
ec_GF2m_simple_oct2point,tlsext_sni_server_parse,0.8778896283658997
PKCS7_verify,do_fp,0.8778871238125339
PKCS7_dataDecode,ecdh_cms_encrypt,0.8778865306898801
X509_STORE_CTX_get1_issuer,X509_verify_cert,0.8778845615430685
BN_mod_exp_mont_word,generate_key,0.8778844212137296
do_fp,asn1_primitive_print,0.8778832933301262
ubsec_dsa_verify,dsa_do_verify,0.8778753834024846
pub_encode_gost01,main,0.8778752785248154
X509_NAME_oneline,prompt_info,0.8778691483191257
PEM_SealInit,EVP_SignFinal,0.8778685901053769
asn1_item_print_ctx,BN_mod_exp_mont_internal,0.8778684224680761
asn1_ex_c2i,CMS_decrypt_set1_pkey,0.8778667257921201
ocsp_match_issuerid,PKCS12_key_gen_uni,0.8778659181047435
PKCS7_signatureVerify,PKCS7_decrypt,0.8778610559331042
do_generate,ecdh_cms_encrypt,0.8778596282745952
ec_GF2m_simple_oct2point,ssl3_send_client_verify_gost,0.8778552212803776
ASN1_generate_v3,pkey_rsa_sign,0.877851908879046
internal_verify,X509_verify_cert,0.877849752969514
cms_main,gendsa_main,0.877849407142866
int_engine_configure,ca_main,0.8778465593779774
ocsp_main,ECPKParameters_print,0.8778459113449213
ssl3_get_cert_verify,load_pkcs12,0.8778388616987348
RSA_eay_public_decrypt,asn1_ex_i2c,0.8778372203095599
BN_hex2bn,tree_init,0.8778349824692393
s_client_main,pkcs7_decrypt_rinfo,0.8778338375358857
asn1_d2i_ex_primitive,RSA_eay_public_decrypt,0.8778321409322961
dsa_sign_setup,ec_GFp_simple_group_set_curve,0.8778314090785102
tls1_enc,DES_quad_cksum,0.8778288753647749
compute_wNAF,ASN1_item_sign_ctx,0.8778285810369237
BN_hex2bn,X509_NAME_oneline,0.8778280870771604
test_kron,ec_group_new_from_data,0.8778268741577595
ssl3_get_client_key_exchange,asn1_check_tlen,0.8778252989371048
ecdh_compute_key,ecparam_main,0.8778236863233593
CRYPTO_ctr128_encrypt_ctr32,X509_NAME_oneline,0.8778174642215939
ASN1_item_verify,readpassphrase,0.8778170241874979
x509_load_serial,ECPKParameters_print,0.8778144165172537
test_sqrt,compute_key,0.877812326483876
ssleay_rand_add,RSA_padding_add_PKCS1_PSS_mgf1,0.8778037228556019
pkey_rsa_sign,ASN1_item_ex_i2d,0.8777981841963631
RSA_verify_PKCS1_PSS_mgf1,do_buf,0.8777929185131814
BIO_get_accept_socket,RSA_eay_public_decrypt,0.8777905941616337
ASN1_mbstring_ncopy,RSA_eay_public_decrypt,0.8777865210789038
OCSP_request_verify,ec_GFp_simple_oct2point,0.877778606304898
dtls1_send_finished,dtls1_get_message,0.8777756358183894
OBJ_obj2txt,BN_is_prime_fasttest_ex,0.8777750994238668
hwcrhk_mod_exp,a2i_ASN1_ENUMERATED,0.8777736601844746
chopup_args,ca_main,0.8777686858812467
ASN1_bn_print,dh_main,0.8777603133144318
PKCS7_verify,asn1_template_print_ctx,0.8777595221983112
engine_main,x509_main,0.8777578590255386
ssl3_get_cert_verify,DES_enc_write,0.8777569805450844
x509_name_encode,dhparam_main,0.8777556451922579
tls1_change_cipher_state,RSA_padding_add_PKCS1_PSS_mgf1,0.8777546191840699
a2d_ASN1_OBJECT,OCSP_basic_verify,0.877751345826689
tls1_setup_key_block,ssl3_get_record,0.8777491825032822
EVP_DecryptFinal_ex,BN_bin2bn,0.8777462758453902
TXT_DB_read,int_rsa_verify,0.8777429906395282
X509_REQ_print_ex,PKCS7_dataInit,0.8777372854735088
asn1_check_tlen,ASN1_mbstring_ncopy,0.8777372513489551
EVP_VerifyFinal,CMS_SignerInfo_verify_content,0.8777360779571561
asn1_item_print_ctx,ecdh_cms_encrypt,0.8777307749100336
certify,do_x509_check,0.8777306399641922
dtls1_get_record,ssl3_get_dtls_hello_verify,0.877730393314188
tls1_change_cipher_state,PEM_ASN1_write_bio,0.8777270525471403
a2d_ASN1_OBJECT,tls_check_subject_altname,0.8777219062126533
asn1_check_tlen,BN_mod_exp_recp,0.8777218538984832
ASN1_generate_v3,do_x509_check,0.8777190946221705
sv_body,asn1_template_ex_d2i,0.8777116658801403
int_TS_RESP_verify_token,tls13_exporter,0.8777106338517651
ASN1_TYPE_get_int_octetstring,a2i_ASN1_ENUMERATED,0.877706417497546
BN_bin2bn,s_client_main,0.8777060318204641
BIO_dump_indent_cb,rand_main,0.8777035726885309
query_responder,ASN1_item_sign_ctx,0.8776982422677009
certify_spkac,make_REQ,0.8776957602892026
c2i_ASN1_INTEGER,parse_name,0.877695666669733
ssl3_get_key_exchange,RSA_padding_add_PKCS1_PSS_mgf1,0.8776955843603224
ssl_check_serverhello_tlsext,do_ssl3_write,0.8776947999730744
BN_mod_exp_mont,do_print_ex,0.8776934819962503
ecdsa_sign_setup,rsa_builtin_keygen,0.8776928137707218
passwd_main,X509_REQ_print_ex,0.8776900486275983
asn1_check_tlen,ssl3_read_n,0.8776887670569766
cms_SignerInfo_content_sign,RSA_verify_PKCS1_PSS_mgf1,0.8776815510762459
n_ssl3_mac,DES_quad_cksum,0.8776743881930238
asn1_ex_i2c,int_rsa_verify,0.8776731133152939
asn1_ex_c2i,prompt_info,0.8776715205967506
set_keygen_ctx,req_main,0.8776708948404537
PKCS7_dataInit,PKCS7_signatureVerify,0.8776702148876504
X509_cmp_time,sv_body,0.8776595376090051
check_crl,asn1_d2i_ex_primitive,0.8776584872779658
cms_SignerInfo_content_sign,rsa_cms_encrypt,0.8776577768105057
ubsec_dsa_do_sign,BN_mod_sqrt,0.8776570498408092
RSA_verify_PKCS1_PSS_mgf1,CMS_decrypt_set1_pkey,0.8776516523713656
dh_main,do_name_ex,0.8776503160308899
smime_main,req_main,0.8776485606008922
PKCS7_verify,dh_main,0.877648090321222
a2d_ASN1_OBJECT,BN_GF2m_mod_mul_arr,0.8776451024177947
do_buf,do_name_ex,0.8776363177717339
ASN1_sign,cms_RecipientInfo_kekri_encrypt,0.8776321325243743
X509_ATTRIBUTE_set1_data,CMS_decrypt_set1_pkey,0.8776313725996148
ASN1_verify,cms_SignerInfo_content_sign,0.8776295444553093
fmtfp,BN_dec2bn,0.8776179930443326
crl_main,OBJ_obj2txt,0.8776153614047523
tls1_cbc_remove_padding,RSA_eay_public_decrypt,0.8776144864487898
RSA_verify_PKCS1_PSS_mgf1,HMAC_Init_ex,0.8776130460404479
dsaparam_main,tls_check_subject_altname,0.8776123556296966
RSA_eay_public_encrypt,asn1_template_ex_i2d,0.8776072193446749
query_responder,RSA_eay_private_decrypt,0.8776069701241109
ssl3_ctrl,ssl3_get_client_hello,0.8776065611832463
password_callback,receipt_request_print,0.8776048644912353
asn1_template_noexp_d2i,tls_check_subject_altname,0.8776031136344671
util_verbose,BN_mod_exp2_mont,0.8776029710632864
passwd_main,tls_decrypt_ticket,0.8776011439114448
load_pkcs12,asn1_d2i_ex_primitive,0.8775912263469954
doit,ssl3_read_n,0.8775903101825395
EVP_PBE_CipherInit,ssl3_get_server_kex_ecdhe,0.8775883275239482
dh_main,asn1_primitive_print,0.8775871916166147
doit,www_body,0.8775864829826074
dtls1_process_heartbeat,DES_ofb_encrypt,0.8775855066522348
ec_asn1_group2curve,tls13_server_finished_recv,0.8775826390332411
do_body,gendsa_main,0.877573554176465
dtls1_send_client_key_exchange,RSA_padding_add_PKCS1_PSS_mgf1,0.8775715042493424
RAND_poll,get_cert_by_subject,0.8775680533131156
ec_wNAF_mul,ecdh_KDF_X9_63,0.8775645566017674
tls1_final_finish_mac,a2d_ASN1_OBJECT,0.8775628945692877
pkeyutl_main,asn1_ex_i2c,0.8775592620557153
passwd_main,check,0.8775561004769876
asn1_ex_i2c,x509_constraints_extract_names,0.8775558524326551
EVP_SignFinal,query_responder,0.8775499328940473
a2i_ASN1_INTEGER,int_dup_ex_data,0.8775498925309468
pkey_GOST94cp_encrypt,rsa_cms_encrypt,0.8775470130141267
ASN1_get_object,asn1_primitive_print,0.8775428337990663
asn1_ex_c2i,tls_check_subject_altname,0.8775394619297997
BN_GF2m_mod_inv,BN_GF2m_mod_sqr_arr,0.877531657173636
dtls1_enc,tree_init,0.8775290002110407
BN_MONT_CTX_set,ec_GFp_simple_add,0.8775284110150523
s_client_main,ASN1_item_verify,0.8775262908743611
EVP_PBE_CipherInit,ocsp_match_issuerid,0.8775259687205711
ocsp_match_issuerid,EVP_PBE_CipherInit,0.8775259687205711
tls1_cbc_remove_padding,X509_NAME_oneline,0.8775257597448756
PKCS5_PBKDF2_HMAC,BN_GF2m_mod_arr,0.8775234115744457
BIO_get_accept_socket,EVP_SignFinal,0.8775188836150771
get_client_finished,ssl_verify_cert_chain,0.8775185013040185
PEM_ASN1_write_bio,OCSP_request_verify,0.8775142455078904
decode_gost_algor_params,dsa_do_verify,0.8775084589726878
i2b_PVK,crl_main,0.8775050498336652
tls1_change_cipher_state,PEM_do_header,0.8775047762603058
ssl3_handshake_mac,PEM_SealInit,0.8775030657988918
ASN1_generate_v3,pub_encode_gost01,0.8775028291804833
compute_key,RSA_eay_private_encrypt,0.8775016666262823
ssl3_get_client_hello,ssl3_write_pending,0.877500884335902
sess_id_main,PKCS7_dataDecode,0.8774981547083959
s_time_main,asn1_d2i_ex_primitive,0.8774980104350351
ssl3_get_client_key_exchange,asn1_ex_i2c,0.8774948214576452
RSA_verify_PKCS1_PSS_mgf1,do_passwd,0.8774905700613325
pkcs7_decrypt_rinfo,errstr_main,0.8774888510030887
asn1_primitive_print,ecdh_cms_encrypt,0.8774886207456454
