file_name,openssl_101f,boringssl_0,sim_value
ocsp_vfy.c_t_req.c,OCSP_request_verify,X509_REQ_print_ex,0.9184476579996302
d1_enc.c_x_long.c,dtls1_enc,long_i2c,0.9184460302544053
d1_clnt.c_s3_both.c,dtls1_connect,ssl3_get_message,0.9184277619119947
b_print.c_asn1_gen.c,fmtint,ASN1_generate_v3,0.9184134606408245
ca.c_padding.c,ca_main,RSA_verify_PKCS1_PSS_mgf1,0.9184073727733089
p12_key.c_pem_lib.c,PKCS12_key_gen_uni,PEM_do_header,0.9183958234293312
ecp_oct.c_tasn_dec.c,ec_GFp_simple_oct2point,asn1_template_ex_d2i,0.9183359669720809
pem_lib.c_obj.c,PEM_ASN1_write_bio,OBJ_obj2txt,0.9183246771174223
bn_exp2.c_v3_utl.c,BN_mod_exp2_mont,do_x509_check,0.9183210896881697
p_seal.c_asn1_gen.c,EVP_SealInit,ASN1_generate_v3,0.9182822471689851
bn_gf2m.c_exponentiation.c,BN_GF2m_mod_inv,BN_mod_exp_mont_consttime,0.9182293791644599
rand_unix.c_x_long.c,RAND_poll,long_i2c,0.9181849354596743
ecp_smpl.c_ecdsa.c,ec_GFp_simple_group_set_curve,ecdsa_sign_setup,0.9181721691549676
a_strex.c_x_long.c,do_name_ex,long_i2c,0.9181429309948019
bn_exp.c_v3_ncons.c,BN_mod_exp_recp,NAME_CONSTRAINTS_check,0.9181295982128652
a_int.c_a_strex.c,ASN1_INTEGER_set,do_print_ex,0.9181278906485124
a_enum.c_a_strex.c,ASN1_ENUMERATED_set,do_print_ex,0.9181278906485124
randfile.c_asn1_gen.c,RAND_load_file,ASN1_generate_v3,0.9181266775235155
rsa_eay.c_wnaf.c,RSA_eay_public_decrypt,compute_wNAF,0.9181245702584724
tasn_dec.c_x509_vfy.c,asn1_d2i_ex_primitive,X509_cmp_time,0.9181074329988299
asn1_par.c_a_object.c,asn1_parse2,a2d_ASN1_OBJECT,0.9180882784110714
a_strex.c_a_strex.c,do_buf,do_print_ex,0.9180544759138486
a_strex.c_a_strex.c,do_print_ex,do_buf,0.9180544759138486
ec2_smpl.c_simple.c,ec_GF2m_simple_add,ec_GFp_simple_points_make_affine,0.9179986112076219
ecp_oct.c_bio.c,ec_GFp_simple_point2oct,BIO_read_asn1,0.9179584585232153
qud_cksm.c_a_strex.c,DES_quad_cksum,do_buf,0.9179552181229598
bn_prime.c_simple.c,BN_is_prime_fasttest_ex,ec_GFp_simple_add,0.9179534803596443
a_verify.c_pem_lib.c,ASN1_item_verify,PEM_ASN1_write_bio,0.9179247252089089
randfile.c_padding.c,RAND_load_file,RSA_padding_check_PKCS1_OAEP_mgf1,0.9179040780234369
a_object.c_a_strex.c,a2d_ASN1_OBJECT,do_print_ex,0.9179008163224731
e_chil.c_a_object.c,hwcrhk_mod_exp,a2d_ASN1_OBJECT,0.9178588368149814
a_verify.c_tasn_dec.c,ASN1_item_verify,asn1_template_ex_d2i,0.9178231179640106
ec_mult.c_padding.c,compute_wNAF,RSA_padding_check_PKCS1_OAEP_mgf1,0.9178124933438432
engine.c_rsa_impl.c,util_verbose,RSA_verify_raw,0.9177979526819655
f_string.c_x509name.c,a2i_ASN1_STRING,X509_NAME_add_entry,0.9177935150736942
apps.c_x509_obj.c,password_callback,X509_NAME_oneline,0.9177425333775182
md_rand.c_padding.c,ssleay_rand_bytes,RSA_padding_check_PKCS1_OAEP_mgf1,0.9176970195909557
ec2_mult.c_ecdsa.c,ec_GF2m_montgomery_point_multiply,ECDSA_do_sign_ex,0.9176914641464897
engine.c_obj.c,util_verbose,OBJ_obj2txt,0.9176901555151716
asn1pars.c_tasn_dec.c,asn1parse_main,asn1_d2i_ex_primitive,0.9176581041740198
a_mbstr.c_tasn_enc.c,ASN1_mbstring_ncopy,asn1_ex_i2c,0.9176381772816312
ecp_smpl.c_simple.c,ec_GFp_simple_points_make_affine,ec_GFp_simple_points_make_affine,0.9176219401734116
qud_cksm.c_a_strex.c,DES_quad_cksum,do_print_ex,0.9176060996877935
a_strex.c_x_long.c,do_buf,long_i2c,0.9175740261163039
ssltest.c_v3name_test.c,main,run_cert,0.9175693305832597
pkeyutl.c_print.c,pkeyutl_main,bn_print,0.9175395641326507
ocsp_vfy.c_tasn_dec.c,OCSP_basic_verify,asn1_template_ex_d2i,0.9175035854015183
d1_srvr.c_s3_both.c,dtls1_accept,ssl3_get_message,0.9174983899011666
pvkfmt.c_pkcs8.c,do_PVK_body,pbe_decrypt,0.9174913709785131
ssltest.c_pem_lib.c,app_verify_callback,PEM_do_header,0.917466084406033
bn_mont.c_a_object.c,BN_mod_mul_montgomery,a2d_ASN1_OBJECT,0.9174469600884008
rsa_pmeth.c_a_strex.c,pkey_rsa_verifyrecover,do_name_ex,0.9173804990094268
rsa_pmeth.c_p_rsa.c,pkey_rsa_sign,pkey_rsa_decrypt,0.9173751257382611
ssl_sess.c_ssl_session.c,ssl_get_prev_session,ssl_lookup_session,0.9173565899116862
bn_exp2.c_a_strex.c,BN_mod_exp2_mont,do_name_ex,0.9173236434119101
pvkfmt.c_tasn_dec.c,i2b_PVK,asn1_template_ex_d2i,0.9173202532165847
dsa_gen.c_oct.c,dsa_builtin_paramgen,ec_GFp_simple_oct2point,0.9173011252382042
ssl_lib.c_x509_cmp.c,ssl_set_cert_masks,X509_chain_check_suiteb,0.9173004714430657
s3_srvr.c_x509_obj.c,ssl3_send_certificate_request,X509_NAME_oneline,0.9173002084931847
bn_gf2m.c_exponentiation.c,BN_GF2m_mod_mul_arr,BN_mod_exp_mont,0.9172949419107096
evp_enc.c_asn1_gen.c,EVP_DecryptFinal_ex,ASN1_generate_v3,0.917267735893281
ec2_oct.c_v3name_test.c,ec_GF2m_simple_oct2point,run_cert,0.9172387586310095
b_print.c_v3name_test.c,fmtint,run_cert,0.9172352448713561
tasn_enc.c_a_mbstr.c,asn1_ex_i2c,ASN1_mbstring_ncopy,0.9172244062861927
ecp_smpl.c_rsa_impl.c,ec_GFp_simple_point_get_affine_coordinates,rsa_default_private_transform,0.9172056650421425
md_rand.c_x509_obj.c,ssleay_rand_bytes,X509_NAME_oneline,0.9171660322611537
s3_pkt.c_x509name.c,ssl3_read_n,X509_NAME_add_entry,0.9169764437342591
rsa_sign.c_obj.c,RSA_sign,OBJ_obj2txt,0.9169697089398584
eck_prn.c_print.c,ECPKParameters_print,do_EC_KEY_print,0.9169573499143346
s3_cbc.c_key_wrap.c,ssl3_cbc_digest_record,AES_wrap_key,0.9169560745090034
eck_prn.c_pkcs8.c,ECPKParameters_print,pkcs8_encrypt_raw,0.9169525404634199
ec2_oct.c_a_object.c,ec_GF2m_simple_oct2point,a2d_ASN1_OBJECT,0.9169205288116443
p5_crpt2.c_pem_lib.c,PKCS5_PBKDF2_HMAC,PEM_do_header,0.9169125885755753
bn_exp2.c_x509_cmp.c,BN_mod_exp2_mont,X509_chain_check_suiteb,0.9169106594345049
rsa_pss.c_tasn_dec.c,RSA_padding_add_PKCS1_PSS_mgf1,asn1_d2i_ex_primitive,0.9168728356067527
ca.c_v3name_test.c,ca_main,run_cert,0.9168722509978253
enc.c_tasn_dec.c,enc_main,asn1_d2i_ex_primitive,0.9168517539774044
dhparam.c_print.c,dhparam_main,bn_print,0.9168446344014958
asn1_gen.c_a_strex.c,ASN1_generate_v3,do_print_ex,0.9168236881142807
rsa_sign.c_ssl_session.c,RSA_sign,ssl_get_prev_session,0.9168020670163921
ocsp_vfy.c_pem_lib.c,ocsp_match_issuerid,PEM_do_header,0.9167992368288842
ec_mult.c_a_mbstr.c,compute_wNAF,ASN1_mbstring_ncopy,0.9167957727746021
ecs_ossl.c_simple.c,ecdsa_sign_setup,ec_GFp_simple_cmp,0.9167895238399135
x_name.c_x_name.c,x509_name_encode,x509_name_canon,0.9167789765643137
a_d2i_fp.c_oct.c,asn1_d2i_read_bio,ec_GFp_simple_point2oct,0.9167383284311255
bn_gf2m.c_montgomery.c,BN_GF2m_mod_mul_arr,BN_from_montgomery_word,0.9167131877829955
ocsp.c_wnaf.c,query_responder,compute_wNAF,0.916702419316594
ecp_smpl.c_prime.c,ec_GFp_simple_is_on_curve,BN_is_prime_fasttest_ex,0.9166961664161781
ocsp.c_a_object.c,query_responder,a2d_ASN1_OBJECT,0.9166942817369927
obj_dat.c_pkcs8.c,OBJ_obj2txt,pkcs8_encrypt_raw,0.9166927043333194
apps.c_rsa_impl.c,password_callback,RSA_verify_raw,0.9166676112403666
f_enum.c_tasn_enc.c,a2i_ASN1_ENUMERATED,ASN1_item_ex_i2d,0.9166615762988447
ssltest.c_tasn_dec.c,app_verify_callback,asn1_d2i_ex_primitive,0.9166203072052237
a_d2i_fp.c_padding.c,asn1_d2i_read_bio,RSA_padding_add_PKCS1_PSS_mgf1,0.9166195077861212
ssltest.c_x509_obj.c,app_verify_callback,X509_NAME_oneline,0.9165869662617949
t1_enc.c_v3name_test.c,tls1_enc,run_cert,0.9165835705458976
bn_exp.c_wnaf.c,BN_mod_exp_mont,compute_wNAF,0.9165679133062486
a_object.c_print.c,a2d_ASN1_OBJECT,bn_print,0.9165672962799023
f_int.c_tasn_enc.c,a2i_ASN1_INTEGER,ASN1_item_ex_i2d,0.9165645527935251
ca.c_a_object.c,ca_main,a2d_ASN1_OBJECT,0.9165274068432228
rsa_eay.c_a_object.c,RSA_eay_private_encrypt,a2d_ASN1_OBJECT,0.9164856888007986
pem_seal.c_tasn_enc.c,PEM_SealInit,ASN1_item_ex_i2d,0.9164817203007581
t1_enc.c_s3_pkt.c,tls1_enc,ssl3_read_app_data,0.9164448910227845
ocsp_vfy.c_v3_ncons.c,OCSP_request_verify,NAME_CONSTRAINTS_check,0.9164202076758752
p_seal.c_x509name.c,EVP_SealInit,X509_NAME_add_entry,0.9164130869690746
bn_print.c_a_strex.c,BN_dec2bn,do_print_ex,0.9163774784373115
ec_ameth.c_ecdh.c,do_EC_KEY_print,ECDH_compute_key,0.9163744123905996
req.c_tasn_dec.c,req_main,asn1_d2i_ex_primitive,0.9163696186683051
ssltest.c_tasn_enc.c,verify_callback,ASN1_item_ex_i2d,0.9163274394411755
ecs_ossl.c_oct.c,ecdsa_do_sign,ec_GFp_simple_oct2point,0.916296630816087
bn_print.c_x_long.c,BN_hex2bn,long_i2c,0.9162797284794091
x509_obj.c_x_long.c,X509_NAME_oneline,long_i2c,0.9162553602131882
ssltest.c_x509_cmp.c,doit,X509_chain_check_suiteb,0.9162460509094182
a_mbstr.c_a_object.c,ASN1_mbstring_ncopy,a2d_ASN1_OBJECT,0.9161870135649861
asn1_par.c_tasn_dec.c,asn1_parse2,asn1_ex_c2i,0.9161807033231276
ec2_oct.c_simple.c,ec_GF2m_simple_oct2point,ec_GFp_simple_add,0.9161680407771602
pem_lib.c_tasn_dec.c,PEM_do_header,asn1_template_ex_d2i,0.916151041486245
s2_srvr.c_s3_both.c,ssl2_accept,ssl3_get_message,0.9161211346630044
evp_enc.c_exponentiation.c,EVP_DecryptFinal_ex,mod_exp_recp,0.9161136040534908
ssltest.c_tasn_dec.c,app_verify_callback,asn1_template_ex_d2i,0.9161026962087684
ecs_ossl.c_oct.c,ecdsa_sign_setup,ec_GFp_simple_oct2point,0.9160994462194908
a_sign.c_tasn_dec.c,ASN1_item_sign_ctx,asn1_d2i_ex_primitive,0.9160728380079044
apps.c_conf.c,chopup_args,str_copy,0.9160659555980921
s3_pkt.c_d1_pkt.c,ssl3_get_record,dtls1_read_app_data,0.9160309038736776
rsa_pmeth.c_tasn_enc.c,pkey_rsa_verifyrecover,ASN1_item_ex_i2d,0.916011319111006
x_long.c_asn1_lib.c,long_i2c,ASN1_get_object,0.915994934859941
p12_key.c_e_rc2.c,PKCS12_key_gen_uni,RC2_set_key,0.9159772570256626
ec_mult.c_e_ssl3.c,ec_wNAF_mul,aead_ssl3_open,0.9159279549924254
pem_lib.c_pkcs8.c,PEM_ASN1_write_bio,pbe_decrypt,0.9158941978580306
a_object.c_asn1_lib.c,a2d_ASN1_OBJECT,ASN1_get_object,0.9158067896152281
p_verify.c_x509_cmp.c,EVP_VerifyFinal,X509_chain_check_suiteb,0.9157205900582523
b_sock.c_tasn_dec.c,BIO_get_accept_socket,asn1_template_noexp_d2i,0.9157162129670015
ec2_oct.c_check.c,ec_GF2m_simple_oct2point,DH_check,0.9157030839077158
ecs_ossl.c_exponentiation.c,ecdsa_do_verify,BN_div_recp,0.9156452915459499
obj_dat.c_pkcs8.c,OBJ_obj2txt,pbe_decrypt,0.9156451270454303
asn1_gen.c_pem_lib.c,ASN1_generate_v3,PEM_do_header,0.9156298750070149
s23_clnt.c_s3_both.c,ssl23_connect,ssl3_get_message,0.915627271715504
ecs_ossl.c_dsa.c,ecdsa_do_sign,DSA_generate_parameters_ex,0.9155822614304896
ec_mult.c_x509_obj.c,compute_wNAF,X509_NAME_oneline,0.9155556123965236
ech_ossl.c_oct.c,ecdh_compute_key,ec_GFp_simple_point2oct,0.9155363527388533
ecs_ossl.c_dsa.c,ecdsa_do_verify,DSA_do_check_signature,0.9155326017926004
rand.c_print.c,rand_main,bn_print,0.9155257997823617
a_object.c_ssl_ecdh.c,a2d_ASN1_OBJECT,ssl_dhe_finish,0.915489620489317
a_object.c_a_mbstr.c,a2d_ASN1_OBJECT,ASN1_mbstring_ncopy,0.9154689891694197
bn_exp2.c_tasn_dec.c,BN_mod_exp2_mont,asn1_template_ex_d2i,0.9153856412944332
dsa_ossl.c_exponentiation.c,dsa_do_verify,BN_mod_exp_mont,0.9153170673473526
ecp_smpl.c_rsa_impl.c,ec_GFp_simple_dbl,rsa_default_private_transform,0.9152996709045771
ec2_oct.c_tasn_dec.c,ec_GF2m_simple_oct2point,asn1_d2i_ex_primitive,0.9152909856904976
e_chil.c_v3name_test.c,hwcrhk_insert_card,run_cert,0.9152863088337458
enc_writ.c_exponentiation.c,DES_enc_write,BN_mod_exp_mont_consttime,0.9152619606235528
ecp_smpl.c_dsa.c,ec_GFp_simple_dbl,DSA_do_sign,0.9152361108096416
a_strex.c_asn1_gen.c,do_buf,ASN1_generate_v3,0.9151793702301076
s3_srvr.c_s3_both.c,ssl3_get_client_key_exchange,ssl3_get_message,0.915163165506861
x509_vfy.c_tasn_enc.c,get_crl_score,asn1_template_ex_i2d,0.9150899942213343
a_object.c_pkcs8.c,a2d_ASN1_OBJECT,pbe_decrypt,0.9150477177514953
x_name.c_x509name.c,x509_name_ex_d2i,X509_NAME_add_entry,0.9150255918020076
p12_crt.c_ber.c,PKCS12_create,cbs_convert_ber,0.915007628124168
ecs_ossl.c_simple.c,ecdsa_do_sign,ec_GFp_simple_cmp,0.9149970789422859
ocsp_vfy.c_v3_ncons.c,ocsp_match_issuerid,NAME_CONSTRAINTS_check,0.9149498367799247
p_sign.c_x509_cmp.c,EVP_SignFinal,X509_chain_check_suiteb,0.9149478503897502
a_strex.c_ssl_session.c,do_name_ex,ssl_get_prev_session,0.9149327186631253
pvkfmt.c_tasn_dec.c,i2b_PVK,asn1_template_noexp_d2i,0.9149306899828885
ca.c_rsa_impl.c,ca_main,RSA_verify_raw,0.9149160816830177
tasn_dec.c_ber.c,asn1_template_ex_d2i,cbs_convert_ber,0.9148498374058776
b_print.c_exponentiation.c,fmtint,BN_mod_exp_mont,0.9148115915936967
d1_pkt.c_d1_pkt.c,dtls1_process_record,dtls1_read_app_data,0.9148067827602231
pem_lib.c_x_long.c,PEM_do_header,long_i2c,0.9147847734418273
x509.c_conf.c,x509_load_serial,def_load_bio,0.9146626684486625
randfile.c_a_object.c,RAND_load_file,a2d_ASN1_OBJECT,0.9146570210770143
tasn_dec.c_ssl_session.c,asn1_template_ex_d2i,ssl_get_prev_session,0.9145847704769771
rsa_pmeth.c_p_rsa.c,pkey_rsa_ctrl,pkey_rsa_sign,0.9145794770961335
rsa_pmeth.c_padding.c,pkey_rsa_verifyrecover,RSA_padding_check_PKCS1_OAEP_mgf1,0.914574874403945
x_long.c_tasn_dec.c,long_i2c,asn1_check_tlen,0.9145744407149554
dhparam.c_t_req.c,dhparam_main,X509_REQ_print_ex,0.914536504874057
ssltest.c_asn1_lib.c,doit,ASN1_get_object,0.9145342857859584
rsa_sign.c_a_object.c,RSA_sign,a2d_ASN1_OBJECT,0.9145063216422411
pem_seal.c_e_rc2.c,PEM_SealInit,RC2_set_key,0.9144968404465343
a_object.c_tasn_enc.c,a2d_ASN1_OBJECT,ASN1_item_ex_i2d,0.9144923704867398
dh.c_obj.c,dh_main,OBJ_obj2txt,0.9144671357151987
rand_unix.c_x509_obj.c,RAND_poll,X509_NAME_oneline,0.914464162770868
engine.c_pem_lib.c,util_verbose,PEM_ASN1_write_bio,0.914458972890706
rsa_sign.c_a_strex.c,RSA_sign,do_buf,0.9144558513887329
ec2_mult.c_simple.c,ec_GF2m_montgomery_point_multiply,ec_GFp_simple_points_make_affine,0.9144493404297791
s3_pkt.c_tasn_enc.c,ssl3_read_n,ASN1_item_ex_i2d,0.9144220269970593
s3_clnt.c_ctr.c,ssl3_get_certificate_request,CRYPTO_ctr128_encrypt_ctr32,0.9143700712725794
s3_clnt.c_ofb.c,ssl3_get_certificate_request,CRYPTO_ofb128_encrypt,0.91436125347792
ecs_ossl.c_rsa_impl.c,ecdsa_sign_setup,rsa_default_multi_prime_keygen,0.914305858197345
pem_lib.c_v3name_test.c,PEM_do_header,run_cert,0.9142934385373371
a_verify.c_tasn_dec.c,ASN1_item_verify,asn1_d2i_ex_primitive,0.9142895667226496
v3_ncons.c_v3name_test.c,NAME_CONSTRAINTS_check,run_cert,0.9142670864494788
ocsp_vfy.c_rsa_pss.c,ocsp_match_issuerid,x509_rsa_ctx_to_pss,0.9142311902997782
txt_db.c_x509_vfy.c,TXT_DB_read,X509_cmp_time,0.9142185465893307
ecp_smpl.c_rsa_impl.c,ec_GFp_simple_is_on_curve,rsa_default_private_transform,0.9142125573710316
s3_pkt.c_ssl_cert.c,ssl3_read_bytes,ssl_verify_cert_chain,0.9141657676857522
ec_mult.c_pkcs8.c,ec_wNAF_mul,pkcs12_key_gen_raw,0.9141159552365723
a_object.c_tasn_dec.c,a2d_ASN1_OBJECT,asn1_check_tlen,0.9141121736770913
exptest.c_prime.c,main,BN_is_prime_fasttest_ex,0.914092900265974
p12_key.c_exponentiation.c,PKCS12_key_gen_uni,mod_exp_recp,0.9140643964206508
a_verify.c_tasn_dec.c,ASN1_item_verify,asn1_template_noexp_d2i,0.9140438777624078
ec2_oct.c_pkcs8.c,ec_GF2m_simple_point2oct,pkcs12_key_gen_raw,0.9140408808113291
x_long.c_wnaf.c,long_i2c,compute_wNAF,0.9140358610874425
bn_exp.c_a_strex.c,BN_mod_exp_recp,do_name_ex,0.9140057279630978
t1_enc.c_a_strex.c,tls1_enc,do_print_ex,0.913988218289932
f_string.c_tasn_enc.c,a2i_ASN1_STRING,asn1_template_ex_i2d,0.9139830113568352
s3_clnt.c_handshake_client.c,ssl3_get_server_hello,ssl3_get_server_hello,0.9139435334133956
wp_dgst.c_padding.c,WHIRLPOOL_BitUpdate,RSA_padding_check_PKCS1_OAEP_mgf1,0.9139210955529895
obj_dat.c_tasn_enc.c,OBJ_obj2txt,ASN1_item_ex_i2d,0.913910737219962
ecp_oct.c_dsa.c,ec_GFp_simple_oct2point,DSA_do_check_signature,0.9139073405639311
ec2_mult.c_rsa_impl.c,ec_GF2m_montgomery_point_multiply,rsa_default_multi_prime_keygen,0.9138532018488443
ec2_mult.c_ssl_ecdh.c,ec_GF2m_simple_mul,ssl_ec_point_offer,0.9138229361589365
rsa_eay.c_a_strex.c,RSA_eay_public_encrypt,do_print_ex,0.913814223851888
a_verify.c_tls13_both.c,ASN1_item_verify,tls13_add_certificate_verify,0.9137851911612304
dh.c_tasn_dec.c,dh_main,asn1_template_ex_d2i,0.9137818376101563
rsa_eay.c_asn1_gen.c,RSA_eay_public_decrypt,ASN1_generate_v3,0.9137817916545792
ca.c_pkcs8.c,ca_main,pkcs8_encrypt_raw,0.9137535622012192
tasn_dec.c_tasn_dec.c,asn1_check_tlen,asn1_d2i_ex_primitive,0.9137525575715407
ec2_mult.c_ssl_ecdh.c,ec_GF2m_simple_mul,ssl_ec_point_finish,0.9137390216724841
bn_gcd.c_simple.c,BN_mod_inverse,ec_GFp_simple_add,0.9136954027103227
s3_lib.c_s3_both.c,ssl3_ctrl,ssl3_get_message,0.9136891098268616
ec2_oct.c_bio.c,ec_GF2m_simple_point2oct,BIO_read_asn1,0.9136851466081084
tasn_dec.c_a_object.c,asn1_check_tlen,a2d_ASN1_OBJECT,0.9136662451904527
crl.c_tasn_dec.c,crl_main,asn1_d2i_ex_primitive,0.9136508230587954
a_strex.c_a_object.c,do_print_ex,a2d_ASN1_OBJECT,0.913614052629512
tasn_dec.c_pem_lib.c,asn1_template_ex_d2i,PEM_do_header,0.9136138469189576
ca.c_tasn_dec.c,do_body,asn1_d2i_ex_primitive,0.9135767319116278
ecp_smpl.c_simple.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GFp_simple_cmp,0.9135419795154267
ca.c_rsa_impl.c,ca_main,rsa_default_encrypt,0.9135417551029174
tasn_prn.c_v3name_test.c,asn1_item_print_ctx,run_cert,0.9135389636212421
t_pkey.c_t_req.c,ASN1_bn_print,X509_REQ_print_ex,0.9135361381796707
asn1_gen.c_padding.c,ASN1_generate_v3,RSA_padding_check_PKCS1_OAEP_mgf1,0.9134812812103286
v3_alt.c_v3_utl.c,copy_email,do_x509_check,0.9134462855987524
rsa_pss.c_v3name_test.c,RSA_padding_add_PKCS1_PSS_mgf1,run_cert,0.913406886138159
pem_lib.c_tasn_dec.c,PEM_do_header,asn1_check_tlen,0.9133908711193435
e_chil.c_wnaf.c,hwcrhk_mod_exp,compute_wNAF,0.9133793599390387
ecp_smpl.c_dsa.c,ec_GFp_simple_add,DSA_do_sign,0.913354151185567
gost_ameth.c_x_long.c,pub_encode_gost01,long_i2c,0.91330116636837
bss_dgram.c_tasn_dec.c,dgram_read,asn1_template_noexp_d2i,0.9132816273897459
s_server.c_tasn_dec.c,www_body,asn1_d2i_ex_primitive,0.9132579371947486
rsa_eay.c_rsa_impl.c,RSA_eay_private_encrypt,rsa_default_multi_prime_keygen,0.9132333054729218
tasn_enc.c_v3_utl.c,asn1_template_ex_i2d,do_x509_check,0.9131966497646755
ec2_oct.c_check.c,ec_GF2m_simple_set_compressed_coordinates,DH_check,0.9131880425416374
s2_pkt.c_s3_both.c,ssl2_read_internal,ssl3_get_message,0.9131612298236295
a_verify.c_wnaf.c,ASN1_item_verify,compute_wNAF,0.9131550424058219
asn1_par.c_padding.c,asn1_parse2,RSA_verify_PKCS1_PSS_mgf1,0.9131397085840998
pk7_doit.c_tasn_dec.c,PKCS7_signatureVerify,asn1_template_noexp_d2i,0.9131199964156824
pem_seal.c_x509name.c,PEM_SealInit,X509_NAME_add_entry,0.9131152472882276
dgst.c_a_object.c,dgst_main,a2d_ASN1_OBJECT,0.9130956248792191
pem_seal.c_a_object.c,PEM_SealInit,a2d_ASN1_OBJECT,0.9130424006358713
ecp_oct.c_pkcs8.c,ec_GFp_simple_point2oct,pkcs12_key_gen_raw,0.9130320701481125
s3_srvr.c_s3_both.c,ssl3_get_client_hello,ssl3_get_message,0.9130268331282699
p12_key.c_pem_lib.c,PKCS12_key_gen_uni,PEM_ASN1_write_bio,0.9130248836487289
rand.c_obj.c,rand_main,OBJ_obj2txt,0.9129239445698429
ecs_ossl.c_simple.c,ecdsa_sign_setup,ec_GFp_simple_points_make_affine,0.9129100793816708
e_chil.c_a_strex.c,hwcrhk_mod_exp,do_print_ex,0.912906206375494
bn_mont.c_prime.c,BN_MONT_CTX_set,BN_is_prime_fasttest_ex,0.9129006201501702
dsa_ossl.c_dsa.c,dsa_sign_setup,DSA_generate_parameters_ex,0.9128986709772327
t1_enc.c_obj.c,tls1_final_finish_mac,OBJ_obj2txt,0.9128978909391754
ec2_oct.c_exponentiation.c,ec_GF2m_simple_oct2point,BN_mod_exp_mont,0.9128939842139472
md_rand.c_a_object.c,ssleay_rand_bytes,a2d_ASN1_OBJECT,0.9128550705000116
ec2_oct.c_exponentiation.c,ec_GF2m_simple_set_compressed_coordinates,BN_div_recp,0.9128460706279521
bn_rand.c_x509_vfy.c,bnrand,X509_cmp_time,0.9128265898682699
a_strex.c_v3_utl.c,do_name_ex,do_x509_check,0.9128233187025134
tasn_dec.c_tasn_dec.c,asn1_ex_c2i,asn1_d2i_ex_primitive,0.9127956453485442
ec_curve.c_ecdsa.c,ec_group_new_from_data,ECDSA_do_verify,0.912790672636444
rsa_pmeth.c_v3name_test.c,pkey_rsa_verifyrecover,run_cert,0.9127773922631817
pk7_smime.c_t_req.c,PKCS7_verify,X509_REQ_print_ex,0.9127686010056012
tasn_dec.c_x509_cmp.c,asn1_d2i_ex_primitive,X509_chain_check_suiteb,0.9127339087300247
a_object.c_rsa_impl.c,a2d_ASN1_OBJECT,rsa_default_encrypt,0.9127290730469577
rand_egd.c_pem_lib.c,RAND_query_egd_bytes,PEM_read_bio,0.9127131200789413
bss_dgram.c_x509_cmp.c,dgram_read,X509_chain_check_suiteb,0.9127098174788306
ocsp_vfy.c_v3_utl.c,ocsp_match_issuerid,do_x509_check,0.9126964225425651
ec2_smpl.c_rsa_impl.c,ec_GF2m_simple_is_on_curve,rsa_default_multi_prime_keygen,0.912694556203288
v3_ncons.c_tasn_dec.c,NAME_CONSTRAINTS_check,asn1_template_ex_d2i,0.9126711426362487
enc_read.c_x509_obj.c,DES_enc_read,X509_NAME_oneline,0.9126457327152214
ecp_oct.c_exponentiation.c,ec_GFp_simple_oct2point,BN_mod_exp_mont,0.9126420275629028
s3_srvr.c_x509_obj.c,ssl3_get_client_key_exchange,X509_NAME_oneline,0.9126410033703208
d1_enc.c_a_strex.c,dtls1_enc,do_print_ex,0.9126286732801139
rsa_pmeth.c_tasn_enc.c,pkey_rsa_sign,asn1_template_ex_i2d,0.9126232493530706
ocsp_vfy.c_ber.c,ocsp_match_issuerid,cbs_convert_ber,0.9126226190822502
ocsp_vfy.c_v3_utl.c,OCSP_request_verify,do_x509_check,0.91261774949101
ec2_oct.c_ecdsa.c,ec_GF2m_simple_oct2point,ECDSA_do_verify,0.9126001769285957
ecp_oct.c_simple.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_points_make_affine,0.9125381828977517
b_print.c_v3_utl.c,fmtint,do_x509_check,0.9124827116969696
bn_gf2m.c_x_long.c,BN_GF2m_mod_arr,long_i2c,0.9124809983118425
d1_pkt.c_ssl_cert.c,dtls1_read_bytes,ssl_verify_cert_chain,0.9124457949325786
tasn_dec.c_tls13_both.c,asn1_d2i_ex_primitive,tls13_add_certificate_verify,0.9124121229258839
md_rand.c_tasn_enc.c,ssleay_rand_bytes,ASN1_item_ex_i2d,0.9124110303322419
x509_obj.c_a_strex.c,X509_NAME_oneline,do_print_ex,0.9124095095992973
txt_db.c_pem_lib.c,TXT_DB_read,PEM_read_bio,0.9124086297914512
t1_lib.c_pkcs8.c,tls_decrypt_ticket,pbe_decrypt,0.9124018743711013
ec_mult.c_p_rsa.c,ec_wNAF_mul,pkey_rsa_verify_recover,0.9123934804233208
bn_sqrt.c_rsa_impl.c,BN_mod_sqrt,rsa_default_private_transform,0.9123926366085586
req.c_v3name_test.c,req_main,run_cert,0.9123682720864981
eck_prn.c_s3_both.c,ECPKParameters_print,read_v2_client_hello,0.9123387594874687
rand.c_x509_obj.c,rand_main,X509_NAME_oneline,0.9123041532416679
apps.c_obj.c,password_callback,OBJ_obj2txt,0.9122943513587893
dh.c_x509_obj.c,dh_main,X509_NAME_oneline,0.9122660347791369
tasn_dec.c_t1_enc.c,asn1_d2i_ex_primitive,tls1_P_hash,0.9122643702418707
